"breakdownTime";"employees";"siteTraffic";"errorCode";"topic";"hoursToImprove"
"2021-03-27";15;269501;"404-S2";"mathematics";23,3
"2021-03-28";24;865638;"403-S1";"mathematics";14,4
"2020-03-13";7;761010;"404-S1";"mathematics";23,4
"2020-04-03";21;186817;"404-S2";"mathematics";23
"2019-12-04";8;570180;"404-S1";"mathematics";23,3
"2019-06-06";27;463572;"403-S1";"mathematics";14,4
"2022-04-21";14;321069;"404-S1";"mathematics";22,7
"2018-09-12";29;945188;"403-S1";"economics";22,3
"2022-05-23";12;854929;"403-S1";"medicine";32,8
"2022-07-28";30;506861;"403-S1";"economics";22,3
"2020-11-03";20;364503;"400-S2";"medicine";33
"2021-05-01";12;808917;"400-S2";"mathematics";15,7
"2018-06-17";13;513951;"404-S2";"mathematics";23,5
"2022-09-20";9;683772;"404-S2";"economics";32,2
"2020-12-29";8;651307;"404-S1";"medicine";41,3
"2018-06-08";23;316819;"403-S1";"mathematics";14,4
"2019-03-15";21;332979;"400-S1";"economics";22,5
"2019-06-08";20;346677;"404-S2";"mathematics";23
"2022-06-11";7;286602;"400-S1";"mathematics";15,4
"2018-01-17";20;706763;"403-S2";"mathematics";15
"2020-11-15";12;21672;"400-S1";"economics";22,8
"2018-08-23";10;982840;"404-S2";"medicine";42
"2019-09-12";15;570041;"404-S1";"mathematics";22,7
"2020-01-26";24;815547;"400-S2";"economics";22,8
"2019-11-02";26;158120;"404-S2";"economics";30,8
"2021-11-10";27;706654;"404-S2";"economics";30,7
"2022-11-30";19;157089;"403-S1";"medicine";32,5
"2018-02-21";28;231505;"403-S2";"mathematics";14,7
"2022-11-23";9;623030;"404-S1";"economics";31,1
"2018-03-20";11;738872;"403-S2";"medicine";33,8
"2018-12-13";22;366568;"404-S2";"mathematics";22,9
"2019-10-03";23;581551;"403-S1";"economics";22,4
"2019-12-04";24;590539;"403-S1";"economics";22,4
"2018-05-01";21;544164;"400-S2";"mathematics";15
"2019-06-09";26;245754;"404-S2";"mathematics";22,8
"2019-08-03";21;596196;"403-S1";"economics";22,5
"2021-05-28";23;885207;"404-S1";"economics";30,4
"2021-01-18";7;630576;"404-S1";"economics";31,4
"2019-07-26";25;167790;"400-S1";"medicine";32,4
"2021-01-07";16;260472;"400-S2";"economics";23,3
"2022-01-20";12;967122;"404-S1";"medicine";40,8
"2020-06-25";17;273418;"403-S1";"medicine";32,6
"2018-09-14";11;820133;"404-S1";"economics";30,9
"2022-12-19";24;321289;"403-S1";"economics";22,4
"2021-12-18";20;761538;"404-S1";"mathematics";22,5
"2018-09-14";17;206682;"403-S1";"medicine";32,6
"2020-07-27";21;744260;"403-S1";"economics";22,5
"2021-12-02";16;482621;"403-S1";"medicine";32,6
"2018-09-12";12;504400;"404-S1";"economics";30,8
"2018-07-02";26;599489;"403-S1";"mathematics";14,4
"2019-05-15";20;549506;"404-S1";"mathematics";22,5
"2022-07-03";9;411838;"403-S1";"economics";23,1
"2019-03-30";19;86536;"400-S1";"economics";22,5
"2020-12-20";12;225469;"404-S2";"mathematics";23,7
"2018-10-07";30;535645;"403-S2";"mathematics";14,7
"2019-01-23";24;179022;"404-S2";"mathematics";22,8
"2020-05-27";13;49727;"404-S1";"economics";30,8
"2020-07-04";24;908314;"400-S1";"economics";22,4
"2018-06-29";14;609264;"404-S1";"mathematics";22,7
"2021-01-02";22;908896;"403-S1";"mathematics";14,5
"2021-02-17";27;849861;"404-S2";"mathematics";22,7
"2022-04-05";11;145154;"400-S1";"mathematics";14,9
"2022-02-10";17;879779;"404-S2";"mathematics";23,2
"2022-07-02";26;266903;"403-S1";"economics";22,4
"2021-02-14";5;342739;"403-S1";"mathematics";16
"2022-10-26";9;396510;"404-S1";"medicine";41,1
"2020-11-29";23;272210;"404-S2";"mathematics";22,9
"2022-06-10";24;205429;"404-S1";"mathematics";22,4
"2019-07-17";14;560940;"400-S2";"economics";23,4
"2020-05-08";20;499762;"400-S1";"mathematics";14,5
"2021-09-24";11;657442;"403-S1";"medicine";32,9
"2021-02-25";6;223991;"400-S1";"mathematics";15,7
"2018-01-21";13;514473;"404-S1";"mathematics";22,8
"2021-04-16";17;185905;"403-S1";"medicine";32,6
"2019-04-12";30;99504;"403-S1";"economics";22,3
"2019-10-07";25;959195;"403-S1";"economics";22,4
"2020-02-08";14;529752;"403-S1";"mathematics";14,7
"2019-04-23";29;827607;"403-S1";"economics";22,3
"2019-07-07";14;579320;"403-S1";"medicine";32,7
"2021-04-16";13;431999;"403-S1";"mathematics";14,8
"2019-08-17";17;87439;"403-S1";"mathematics";14,6
"2022-05-24";13;940952;"404-S2";"mathematics";23,5
"2021-08-07";10;805508;"404-S1";"mathematics";23
"2020-10-06";14;950232;"404-S2";"economics";31,4
"2018-09-13";9;887180;"404-S1";"mathematics";23,1
"2019-11-18";19;834006;"400-S1";"economics";22,5
"2020-10-19";27;611221;"400-S1";"economics";22,4
"2022-09-07";27;57063;"403-S1";"mathematics";14,4
"2020-04-16";11;351379;"403-S2";"economics";23,8
"2020-11-29";15;94381;"404-S1";"economics";30,7
"2022-06-18";16;321360;"403-S1";"economics";22,6
"2019-02-26";5;225587;"400-S2";"economics";26
"2020-01-04";20;960809;"404-S1";"mathematics";22,5
"2019-12-01";14;999785;"403-S2";"economics";23,4
"2022-07-17";17;224680;"400-S1";"mathematics";14,6
"2020-06-12";8;953041;"404-S1";"economics";31,3
"2019-11-11";29;694875;"403-S2";"medicine";32,7
"2019-09-06";26;976591;"403-S2";"medicine";32,8
"2018-05-01";6;243065;"404-S1";"mathematics";23,7
"2022-12-23";28;217304;"404-S1";"mathematics";22,4
"2019-10-12";29;378085;"404-S2";"economics";30,7
"2021-05-06";28;612347;"403-S1";"mathematics";14,4
"2022-11-03";15;527196;"403-S1";"economics";22,7
"2018-04-14";14;453596;"403-S1";"mathematics";14,7
"2020-07-31";6;765476;"403-S1";"medicine";33,7
"2020-10-22";19;519408;"403-S1";"economics";22,5
"2018-05-01";14;744966;"400-S1";"mathematics";14,7
"2020-10-05";29;400224;"404-S1";"medicine";40,3
"2020-04-14";29;700860;"400-S2";"economics";22,7
"2021-05-11";27;470909;"400-S1";"economics";22,4
"2019-07-31";12;842266;"400-S2";"mathematics";15,7
"2019-09-30";5;694515;"404-S1";"medicine";42
"2022-11-14";27;88400;"404-S2";"mathematics";22,7
"2019-04-05";25;545307;"404-S2";"mathematics";22,8
"2020-09-28";26;302280;"403-S2";"medicine";32,8
"2019-11-27";12;100923;"403-S2";"economics";23,7
"2018-10-10";23;222272;"400-S1";"mathematics";14,4
"2021-01-27";20;271130;"404-S1";"economics";30,5
"2021-10-12";16;607256;"403-S1";"economics";22,6
"2019-01-04";13;483107;"400-S1";"economics";22,8
"2018-08-19";29;491205;"403-S2";"mathematics";14,7
"2018-06-30";19;469493;"403-S2";"medicine";33,1
"2020-03-08";15;235233;"403-S1";"economics";22,7
"2018-12-26";13;793879;"404-S1";"economics";30,8
"2022-02-21";12;607728;"400-S1";"medicine";32,8
"2021-03-24";28;758536;"400-S2";"mathematics";14,7
"2022-12-29";6;542287;"400-S1";"mathematics";15,7
"2022-09-10";7;393689;"404-S1";"economics";31,4
"2018-05-24";26;322143;"404-S2";"mathematics";22,8
"2019-01-10";13;172721;"400-S1";"mathematics";14,8
"2020-08-30";28;907349;"404-S1";"mathematics";22,4
"2020-08-05";26;960601;"400-S2";"economics";22,8
"2018-10-19";27;714569;"403-S1";"economics";22,4
"2018-10-12";8;359836;"404-S1";"economics";31,3
"2018-12-05";5;467326;"400-S2";"medicine";36
"2018-03-13";11;654809;"400-S2";"economics";23,8
"2020-07-08";25;653385;"403-S1";"medicine";32,4
"2020-05-02";16;189939;"404-S1";"mathematics";22,6
"2018-10-30";6;221081;"404-S1";"economics";31,7
"2022-05-22";26;696368;"403-S2";"mathematics";14,8
"2021-04-30";9;56097;"400-S1";"economics";23,1
"2018-01-29";20;991408;"403-S2";"economics";23
"2021-12-28";9;27896;"400-S2";"medicine";34,2
"2021-12-18";17;758015;"403-S1";"mathematics";14,6
"2019-07-26";18;399594;"404-S1";"mathematics";22,6
"2020-03-29";16;484721;"400-S2";"medicine";33,3
"2020-02-25";11;250508;"403-S1";"medicine";32,9
"2021-04-06";12;779603;"404-S1";"economics";30,8
"2020-05-11";11;993648;"403-S1";"mathematics";14,9
"2021-06-09";23;744646;"400-S1";"mathematics";14,4
"2020-12-27";15;886767;"403-S1";"mathematics";14,7
"2019-08-29";21;938606;"403-S1";"economics";22,5
"2018-09-28";15;662589;"403-S2";"medicine";33,3
"2018-04-24";29;804398;"403-S1";"medicine";32,3
"2022-12-16";6;946011;"403-S2";"mathematics";17,3
"2020-04-19";8;566815;"400-S2";"mathematics";16,5
"2020-03-21";26;719446;"403-S1";"economics";22,4
"2022-05-29";17;647797;"403-S1";"mathematics";14,6
"2019-10-10";28;567998;"403-S1";"mathematics";14,4
"2018-12-15";11;86863;"403-S1";"medicine";32,9
"2022-02-03";21;334838;"404-S2";"mathematics";23
"2020-02-26";27;934353;"404-S2";"medicine";40,7
"2020-09-04";18;599117;"404-S1";"medicine";40,6
"2021-09-18";8;617270;"403-S1";"mathematics";15,3
"2018-01-23";7;35651;"403-S2";"medicine";34,9
"2022-08-13";8;202902;"403-S1";"medicine";33,3
"2022-10-20";20;250607;"403-S2";"medicine";33
"2018-07-07";17;961845;"404-S2";"economics";31,2
"2022-11-24";6;946914;"404-S1";"economics";31,7
"2022-08-24";14;362200;"400-S1";"medicine";32,7
"2020-06-05";7;692381;"403-S2";"mathematics";16,9
"2018-12-05";16;654356;"400-S1";"mathematics";14,6
"2022-06-07";25;256096;"404-S1";"mathematics";22,4
"2019-06-21";22;364485;"400-S1";"economics";22,5
"2021-07-04";15;338379;"404-S1";"mathematics";22,7
"2018-07-12";17;886599;"403-S1";"economics";22,6
"2019-11-03";5;178402;"404-S2";"mathematics";26
"2018-10-14";7;299815;"403-S1";"economics";23,4
"2021-02-22";18;611535;"403-S1";"mathematics";14,6
"2021-12-24";6;618366;"400-S1";"mathematics";15,7
"2019-08-27";6;661140;"403-S1";"economics";23,7
"2020-07-25";25;514066;"403-S2";"mathematics";14,8
"2021-10-04";6;476461;"403-S1";"economics";23,7
"2019-07-18";9;899911;"400-S1";"economics";23,1
"2022-09-11";19;645508;"404-S1";"medicine";40,5
"2019-06-20";18;724747;"404-S1";"mathematics";22,6
"2022-03-13";14;882584;"403-S1";"mathematics";14,7
"2019-02-11";9;267626;"404-S1";"mathematics";23,1
"2020-10-15";11;891268;"403-S1";"economics";22,9
"2018-09-24";6;844978;"400-S1";"economics";23,7
"2019-12-19";12;286085;"403-S1";"mathematics";14,8
"2021-08-03";5;375309;"403-S1";"medicine";34
"2019-04-20";27;51275;"400-S1";"mathematics";14,4
"2020-02-18";28;801871;"403-S1";"mathematics";14,4
"2019-12-30";21;325524;"404-S1";"economics";30,5
"2018-02-02";30;875919;"400-S1";"economics";22,3
"2022-04-24";25;633878;"404-S2";"mathematics";22,8
"2022-10-22";30;175390;"404-S1";"mathematics";22,3
"2021-05-26";30;303792;"404-S2";"mathematics";22,7
"2018-03-10";22;31421;"404-S1";"economics";30,5
"2018-09-15";16;654467;"403-S2";"mathematics";15,3
"2022-03-24";30;931496;"404-S2";"mathematics";22,7
"2018-01-30";8;563791;"403-S1";"mathematics";15,3
"2018-02-28";21;980767;"403-S1";"medicine";32,5
"2018-03-31";9;66228;"404-S2";"economics";32,2
"2022-07-28";30;863449;"403-S1";"medicine";32,3
"2019-08-14";14;448457;"404-S1";"mathematics";22,7
"2022-11-24";5;341577;"403-S1";"medicine";34
"2019-05-18";17;342446;"400-S2";"medicine";33,2
"2022-04-29";30;421802;"403-S1";"medicine";32,3
"2018-10-03";23;771624;"400-S1";"medicine";32,4
"2018-03-30";6;406897;"404-S1";"mathematics";23,7
"2021-09-14";18;461248;"400-S1";"medicine";32,6
"2019-06-15";14;860185;"400-S1";"economics";22,7
"2019-08-05";29;234741;"403-S1";"mathematics";14,3
"2019-01-01";29;173760;"403-S2";"economics";22,7
"2020-12-28";9;496429;"403-S1";"mathematics";15,1
"2018-04-29";19;501369;"404-S1";"mathematics";22,5
"2018-04-16";23;558096;"403-S1";"economics";22,4
"2021-02-19";25;888994;"404-S1";"medicine";40,4
"2018-12-22";22;383070;"403-S1";"mathematics";14,5
"2020-02-02";24;763508;"403-S1";"medicine";32,4
"2021-10-31";7;884875;"404-S2";"medicine";42,9
"2021-04-24";16;530851;"400-S1";"economics";22,6
"2019-11-22";9;211033;"403-S1";"economics";23,1
"2021-03-13";18;473905;"404-S2";"medicine";41,1
"2021-01-13";18;801697;"403-S1";"economics";22,6
"2021-11-30";25;874942;"403-S2";"mathematics";14,8
"2018-06-27";6;615951;"404-S2";"mathematics";25,3
"2019-06-05";13;161506;"403-S1";"mathematics";14,8
"2018-10-04";25;816265;"400-S2";"medicine";32,8
"2020-05-28";6;209955;"400-S2";"economics";25,3
"2021-06-25";14;737620;"403-S1";"mathematics";14,7
"2021-09-22";15;509215;"403-S2";"mathematics";15,3
"2019-03-15";16;499307;"403-S1";"mathematics";14,6
"2019-01-24";11;280617;"404-S1";"mathematics";22,9
"2018-09-07";12;208489;"403-S1";"mathematics";14,8
"2021-02-02";16;204389;"404-S1";"economics";30,6
"2021-02-03";24;995432;"404-S1";"mathematics";22,4
"2021-08-12";15;220256;"404-S1";"economics";30,7
"2018-12-16";5;311983;"403-S2";"economics";26
"2019-10-16";25;458148;"403-S1";"mathematics";14,4
"2021-06-04";10;231722;"404-S1";"mathematics";23
"2018-08-18";19;484879;"400-S1";"medicine";32,5
"2022-07-21";25;414195;"404-S1";"mathematics";22,4
"2021-11-11";26;714952;"404-S1";"mathematics";22,4
"2018-09-01";9;407275;"403-S1";"economics";23,1
"2018-09-14";28;358029;"404-S1";"mathematics";22,4
"2022-09-23";8;157419;"404-S2";"mathematics";24,5
"2020-04-07";24;182134;"404-S1";"economics";30,4
"2022-05-10";6;759669;"404-S1";"medicine";41,7
"2022-09-25";22;141195;"404-S1";"medicine";40,5
"2020-11-21";30;576455;"404-S1";"mathematics";22,3
"2021-09-18";8;720882;"404-S1";"medicine";41,3
"2021-10-09";30;794014;"403-S1";"mathematics";14,3
"2019-04-05";14;223417;"404-S2";"medicine";41,4
"2020-11-21";6;715762;"400-S1";"mathematics";15,7
"2022-09-12";29;517843;"400-S1";"medicine";32,3
"2020-08-11";7;961609;"400-S1";"mathematics";15,4
"2021-06-20";17;164056;"400-S1";"mathematics";14,6
"2022-05-02";27;21601;"404-S1";"mathematics";22,4
"2021-06-23";24;164990;"404-S1";"medicine";40,4
"2019-02-18";19;516418;"404-S1";"mathematics";22,5
"2018-04-19";22;898269;"404-S1";"economics";30,5
"2018-05-01";28;476602;"403-S1";"economics";22,4
"2019-05-28";28;960418;"404-S1";"mathematics";22,4
"2021-08-12";7;931108;"403-S2";"mathematics";16,9
"2022-08-10";26;348127;"403-S1";"medicine";32,4
"2020-11-13";24;956645;"400-S1";"medicine";32,4
"2021-11-20";22;721794;"403-S2";"economics";22,9
"2018-06-27";18;695012;"403-S2";"mathematics";15,1
"2022-03-03";14;236338;"404-S1";"mathematics";22,7
"2019-12-06";24;419117;"400-S1";"mathematics";14,4
"2019-11-17";6;202623;"403-S1";"economics";23,7
"2020-08-06";9;961237;"404-S1";"medicine";41,1
"2022-11-12";6;640313;"400-S1";"mathematics";15,7
"2021-10-24";15;319522;"403-S1";"medicine";32,7
"2021-07-21";23;228060;"403-S1";"mathematics";14,4
"2019-02-09";18;911337;"404-S1";"mathematics";22,6
"2021-08-09";10;696047;"404-S1";"mathematics";23
"2018-11-18";27;160254;"403-S2";"mathematics";14,7
"2018-07-11";9;584431;"404-S2";"mathematics";24,2
"2021-02-02";6;195420;"400-S1";"mathematics";15,7
"2021-12-16";11;739013;"400-S2";"mathematics";15,8
"2019-03-19";14;694551;"404-S1";"mathematics";22,7
"2019-11-20";6;761709;"404-S1";"mathematics";23,7
"2020-01-31";27;147212;"403-S1";"mathematics";14,4
"2018-12-08";25;546870;"403-S1";"medicine";32,4
"2019-03-07";28;466802;"403-S2";"economics";22,7
"2019-03-12";18;21381;"404-S1";"economics";30,6
"2022-05-24";10;503030;"404-S1";"mathematics";23
"2021-12-06";7;974132;"404-S1";"economics";31,4
"2022-11-11";21;614183;"403-S1";"mathematics";14,5
"2021-04-04";16;317017;"403-S1";"mathematics";14,6
"2022-03-13";17;254208;"403-S1";"economics";22,6
"2020-03-14";22;466180;"404-S1";"mathematics";22,5
"2019-07-15";25;23074;"404-S1";"mathematics";22,4
"2019-07-08";22;259571;"403-S1";"economics";22,5
"2018-09-02";16;194303;"400-S1";"economics";22,6
"2020-09-23";16;79834;"404-S1";"medicine";40,6
"2022-12-27";16;457457;"400-S1";"economics";22,6
"2018-06-29";6;232927;"403-S1";"medicine";33,7
"2018-02-14";20;350361;"404-S1";"mathematics";22,5
"2021-08-14";17;143067;"403-S1";"mathematics";14,6
"2022-05-15";11;948423;"404-S2";"mathematics";23,8
"2022-06-09";14;872275;"404-S1";"mathematics";22,7
"2022-08-19";28;578826;"404-S1";"mathematics";22,4
"2021-09-27";16;308734;"404-S1";"mathematics";22,6
"2022-08-08";16;179012;"400-S1";"mathematics";14,6
"2019-07-08";15;72002;"400-S2";"economics";23,3
"2021-10-26";10;684778;"403-S1";"mathematics";15
"2019-09-11";16;368268;"403-S2";"mathematics";15,3
"2021-01-15";6;931730;"404-S1";"economics";31,7
"2021-04-02";16;617759;"403-S1";"economics";22,6
"2020-09-05";11;265331;"400-S1";"economics";22,9
"2022-01-21";13;800705;"400-S2";"economics";23,5
"2020-04-25";26;818833;"404-S1";"economics";30,4
"2020-03-10";28;172607;"400-S1";"economics";22,4
"2019-06-16";16;479258;"404-S2";"mathematics";23,3
"2022-07-13";15;560373;"404-S1";"economics";30,7
"2022-09-02";24;852910;"403-S2";"mathematics";14,8
"2019-03-23";28;979970;"404-S1";"medicine";40,4
"2018-06-08";27;470080;"400-S1";"mathematics";14,4
"2019-12-02";14;805414;"404-S1";"mathematics";22,7
"2020-05-13";25;63944;"404-S2";"mathematics";22,8
"2020-03-11";27;133190;"403-S1";"economics";22,4
"2020-09-06";30;649750;"404-S1";"economics";30,3
"2019-05-05";15;237346;"404-S1";"medicine";40,7
"2018-06-17";12;308490;"404-S1";"economics";30,8
"2022-10-21";6;237233;"404-S1";"medicine";41,7
"2022-10-20";9;661127;"404-S2";"mathematics";24,2
"2021-07-24";30;246472;"400-S1";"mathematics";14,3
"2019-03-13";7;685280;"400-S1";"economics";23,4
"2019-03-30";25;125868;"403-S1";"medicine";32,4
"2018-01-08";10;93327;"403-S1";"mathematics";15
"2018-01-18";9;579832;"400-S1";"mathematics";15,1
"2019-01-18";14;100424;"400-S1";"economics";22,7
"2020-08-20";11;195415;"403-S1";"economics";22,9
"2021-04-20";30;69242;"403-S1";"mathematics";14,3
"2021-08-16";20;647523;"404-S2";"medicine";41
"2019-07-27";6;617243;"403-S1";"economics";23,7
"2018-04-03";16;424309;"403-S2";"mathematics";15,3
"2018-06-16";6;783155;"400-S1";"economics";23,7
"2018-01-20";6;652386;"400-S1";"economics";23,7
"2021-03-30";9;951565;"400-S1";"medicine";33,1
"2021-05-19";25;455774;"400-S1";"economics";22,4
"2019-09-27";17;239584;"404-S1";"economics";30,6
"2021-02-12";21;72571;"400-S1";"mathematics";14,5
"2020-03-08";26;303694;"403-S1";"medicine";32,4
"2019-03-08";5;426683;"404-S1";"economics";32
"2022-12-11";21;993718;"404-S1";"economics";30,5
"2019-06-04";27;386911;"403-S1";"economics";22,4
"2022-08-30";29;788634;"403-S2";"economics";22,7
"2018-12-24";30;208949;"404-S1";"mathematics";22,3
"2018-09-05";13;51404;"403-S2";"mathematics";15,5
"2018-10-02";13;220425;"404-S2";"economics";31,5
"2020-08-29";5;692611;"403-S2";"mathematics";18
"2018-05-22";7;175658;"403-S2";"mathematics";16,9
"2020-03-18";27;179889;"403-S2";"mathematics";14,7
"2021-04-24";18;938228;"404-S1";"economics";30,6
"2018-02-19";5;285563;"404-S2";"mathematics";26
"2021-01-27";10;90862;"404-S1";"mathematics";23
"2018-12-21";18;569910;"403-S2";"economics";23,1
"2019-02-02";15;144198;"404-S1";"economics";30,7
"2022-05-02";17;32262;"404-S2";"mathematics";23,2
"2020-03-21";9;577796;"404-S2";"economics";32,2
"2018-10-25";27;153146;"403-S2";"medicine";32,7
"2021-12-24";16;576452;"403-S1";"mathematics";14,6
"2020-12-25";18;900176;"403-S1";"economics";22,6
"2020-11-05";10;151497;"403-S1";"economics";23
"2020-05-04";27;273103;"403-S1";"economics";22,4
"2022-10-25";7;170303;"404-S1";"economics";31,4
"2020-11-01";17;193803;"404-S2";"medicine";41,2
"2020-08-11";22;628845;"404-S1";"economics";30,5
"2020-08-31";22;430771;"404-S1";"mathematics";22,5
"2022-03-22";12;99833;"404-S2";"economics";31,7
"2020-09-05";12;693832;"403-S1";"medicine";32,8
"2020-10-08";8;277857;"404-S1";"mathematics";23,3
"2019-07-30";10;34409;"400-S1";"mathematics";15
"2020-09-13";12;369060;"403-S1";"mathematics";14,8
"2020-07-22";20;281427;"404-S2";"mathematics";23
"2022-09-16";7;895039;"403-S1";"mathematics";15,4
"2018-05-28";30;98818;"403-S1";"medicine";32,3
"2019-09-02";12;963869;"404-S2";"mathematics";23,7
"2019-07-27";27;58542;"403-S1";"economics";22,4
"2018-05-05";11;126838;"404-S2";"mathematics";23,8
"2022-06-08";24;424042;"404-S1";"mathematics";22,4
"2019-09-12";30;71946;"400-S1";"mathematics";14,3
"2021-11-05";19;346928;"403-S2";"economics";23,1
"2021-01-18";21;301266;"400-S2";"mathematics";15
"2020-02-16";23;285573;"403-S1";"mathematics";14,4
"2019-01-13";30;866890;"403-S1";"economics";22,3
"2022-01-18";27;658970;"403-S2";"mathematics";14,7
"2018-02-09";26;945772;"404-S2";"mathematics";22,8
"2018-03-09";7;406299;"404-S1";"economics";31,4
"2022-07-05";15;867240;"403-S2";"economics";23,3
