"SaleDate"%"ItemDetails"%"BrandTier"%"SellerRating"%"DaysListed"%"ShippingMethod"%"DiscountApplied"%"FinalPrice"
"2023//06//28"%"Dress_VeryGood"%"Low"%4,26%15%"Economy"%"No"%"80.67 USD"
"2023//08//22"%"Jacket_Good"%"Premium"%4,57%10%"Standard"%"No"%"185.14 USD"
"2023//03//05"%"Accessories_Good"%"Low"%4,63%27%"Economy"%"No"%"12.95 USD"
"2023//03//21"%"Accessories_New"%"Mid"%4,68%14%"Standard"%"Yes"%"64.34 USD"
"2023//02//05"%"Jacket_VeryGood"%"Mid"%4,22%8%"Express"%"No"%"144.78 USD"
"2023//10//18"%"Dress_Good"%"Mid"%4,31%11%"Economy"%"No"%"96.06 USD"
"2023//09//10"%"Jacket_VeryGood"%"Low"%4,74%13%"Economy"%"No"%"109.51 USD"
"2023//12//09"%"Shoes_VeryGood"%"Low"%4,04%12%"Standard"%"Yes"%"89.63 USD"
"2023//11//19"%"Dress_VeryGood"%"Mid"%4,88%19%"Economy"%"No"%"111.55 USD"
"2023//02//17"%"Jacket_VeryGood"%"Low"%4,48%20%"Economy"%"No"%"124.49 USD"
"2023//04//21"%"Shoes_Fair"%"Mid"%4,7%13%"Economy"%"Yes"%"41.02 USD"
"2023//10//06"%"Dress_VeryGood"%"Mid"%4,53%6%"Standard"%"No"%"107.63 USD"
"2023//11//13"%"Dress_New"%"Premium"%3,9%6%"Standard"%"Yes"%"156.34 USD"
"2023//10//22"%"Dress_Good"%"Mid"%4,26%10%"Standard"%"No"%"80.42 USD"
"2023//08//10"%"Jacket_Good"%"Low"%4,44%10%"Express"%"No"%"110.03 USD"
"2023//10//14"%"Dress_VeryGood"%"Mid"%4,89%8%"Standard"%"No"%"107.12 USD"
"2023//08//10"%"Accessories_Good"%"Low"%4,84%31%"Economy"%"No"%"28.11 USD"
"2023//03//14"%"Dress_VeryGood"%"Low"%3,73%10%"Express"%"Yes"%"86.06 USD"
"2023//10//19"%"Dress_New"%"Low"%4,43%15%"Standard"%"No"%"135.15 USD"
"2023//08//14"%"Shoes_Good"%"Mid"%4,67%6%"Standard"%"No"%"85.35 USD"
"2023//10//05"%"Shoes_VeryGood"%"Premium"%4,52%18%"Standard"%"Yes"%"133.89 USD"
"2023//06//21"%"Jacket_New"%"Low"%4,72%14%"Express"%"Yes"%"126.18 USD"
"2023//10//24"%"Accessories_New"%"Mid"%3,76%7%"Standard"%"No"%"47.1 USD"
"2023//12//14"%"Shoes_Good"%"Mid"%4,96%2%"Standard"%"No"%"158.3 USD"
"2023//04//03"%"Dress_Good"%"Low"%4,63%7%"Standard"%"No"%"48.94 USD"
"2023//05//05"%"Accessories_Good"%"Mid"%4,82%9%"Express"%"No"%"66.15 USD"
"2023//10//26"%"Jacket_VeryGood"%"Mid"%4,76%8%"Standard"%"No"%"131.01 USD"
"2023//02//08"%"Dress_Good"%"Low"%4,33%22%"Standard"%"No"%"74.21 USD"
"2023//08//25"%"Jacket_Good"%"Mid"%3,32%7%"Standard"%"No"%"125.52 USD"
"2023//06//14"%"Shoes_New"%"Low"%4,36%14%"Standard"%"No"%"118.53 USD"
"2023//04//17"%"Dress_VeryGood"%"Premium"%3,76%5%"Standard"%"Yes"%"99.63 USD"
"2023//02//02"%"Dress_Fair"%"Mid"%4,32%6%"Standard"%"Yes"%"69.87 USD"
"2023//03//24"%"Jacket_VeryGood"%"Low"%4,86%34%"Standard"%"No"%"69.83 USD"
"2023//12//20"%"Dress_New"%"Premium"%4,45%10%"Economy"%"No"%"148.95 USD"
"2023//10//04"%"Shoes_VeryGood"%"Low"%4,34%13%"Express"%"No"%"96.68 USD"
"2023//07//28"%"Shoes_VeryGood"%"Mid"%4,61%26%"Express"%"Yes"%"106.57 USD"
"2023//03//17"%"Jacket_VeryGood"%"Low"%4,36%14%"Economy"%"No"%"103.54 USD"
"2023//04//04"%"Dress_Good"%"Mid"%4,24%97%"Economy"%"No"%"90.32 USD"
"2023//10//18"%"Jacket_Fair"%"Premium"%3,8%17%"Standard"%"No"%"163.49 USD"
"2023//01//30"%"Jacket_Fair"%"Mid"%4,42%5%"Express"%"No"%"109.86 USD"
"2023//08//05"%"Accessories_Fair"%"Mid"%3,88%13%"Standard"%"No"%"14.52 USD"
"2023//06//24"%"Dress_Fair"%"Low"%4,38%13%"Economy"%"No"%"40.89 USD"
"2023//11//19"%"Dress_Good"%"Mid"%4,93%5%"Express"%"No"%"87.25 USD"
"2023//04//25"%"Accessories_Good"%"Mid"%3,79%4%"Standard"%"Yes"%"22.83 USD"
"2023//12//04"%"Accessories_Good"%"Mid"%3,75%15%"Standard"%"No"%"76.24 USD"
"2023//04//06"%"Shoes_VeryGood"%"Mid"%4,81%5%"Express"%"Yes"%"116.5 USD"
"2023//12//24"%"Dress_New"%"Premium"%4,43%8%"Economy"%"No"%"147.82 USD"
"2023//06//19"%"Shoes_VeryGood"%"Low"%4,79%8%"Standard"%"No"%"67.77 USD"
"2023//04//06"%"Jacket_Good"%"Low"%4,03%14%"Standard"%"No"%"120.66 USD"
"2023//01//26"%"Dress_Good"%"Premium"%4,24%8%"Standard"%"Yes"%"118.36 USD"
"2023//08//18"%"Dress_VeryGood"%"Low"%4,25%9%"Economy"%"Yes"%"32.41 USD"
"2023//05//28"%"Shoes_VeryGood"%"Mid"%4,15%10%"Economy"%"Yes"%"102.22 USD"
"2023//12//16"%"Shoes_Good"%"Low"%5%4%"Standard"%"No"%"102.03 USD"
"2023//07//21"%"Jacket_Good"%"Low"%4,21%20%"Standard"%"No"%"106.2 USD"
"2023//03//22"%"Dress_Good"%"Mid"%4,09%20%"Standard"%"No"%"89.07 USD"
"2023//12//04"%"Dress_VeryGood"%"Mid"%5%8%"Economy"%"No"%"98.96 USD"
"2023//08//20"%"Shoes_New"%"Premium"%4,23%27%"Standard"%"Yes"%"177.58 USD"
"2023//08//31"%"Jacket_Fair"%"Premium"%3,75%12%"Express"%"No"%"125.72 USD"
"2023//04//16"%"Jacket_New"%"Premium"%4,35%16%"Standard"%"No"%"227.02 USD"
"2023//01//11"%"Dress_Good"%"Mid"%4,17%15%"Economy"%"No"%"61.67 USD"
"2023//04//23"%"Jacket_VeryGood"%"Low"%3,95%21%"Express"%"Yes"%"99.39 USD"
"2023//12//30"%"Jacket_VeryGood"%"Mid"%4,78%9%"Standard"%"No"%"149.28 USD"
"2023//05//21"%"Dress_VeryGood"%"Low"%4,14%10%"Economy"%"No"%"93.86 USD"
"2023//01//31"%"Accessories_VeryGood"%"Mid"%3,87%38%"Standard"%"No"%"26.47 USD"
"2023//04//25"%"Jacket_VeryGood"%"Mid"%4,19%14%"Economy"%"No"%"125.03 USD"
"2023//10//05"%"Jacket_VeryGood"%"Mid"%4,83%18%"Economy"%"No"%"147.66 USD"
"2023//04//04"%"Shoes_New"%"Premium"%4,62%6%"Economy"%"No"%"211.69 USD"
"2023//07//21"%"Dress_New"%"Low"%4,2%10%"Standard"%"No"%"110.02 USD"
"2023//01//16"%"Dress_VeryGood"%"Low"%4,61%5%"Economy"%"No"%"76.53 USD"
"2023//07//16"%"Accessories_Good"%"Low"%4,48%6%"Standard"%"No"%"88.44 USD"
"2023//06//27"%"Dress_Good"%"Mid"%3,91%15%"Economy"%"No"%"93.76 USD"
"2023//06//26"%"Shoes_VeryGood"%"Low"%4,78%10%"Standard"%"No"%"80.66 USD"
"2023//01//12"%"Dress_Good"%"Mid"%4,42%25%"Standard"%"No"%"76.92 USD"
"2023//03//07"%"Dress_Good"%"Mid"%4,08%10%"Standard"%"No"%"123.15 USD"
"2023//02//19"%"Jacket_VeryGood"%"Low"%3,63%5%"Standard"%"No"%"137.95 USD"
"2023//07//23"%"Jacket_VeryGood"%"Low"%3,93%19%"Express"%"No"%"115.91 USD"
"2023//06//24"%"Shoes_Good"%"Low"%4,1%7%"Economy"%"No"%"96.92 USD"
"2023//05//14"%"Shoes_New"%"Mid"%4,98%2%"Economy"%"No"%"186.91 USD"
"2023//05//02"%"Dress_Fair"%"Mid"%4,25%24%"Economy"%"Yes"%"35.81 USD"
"2023//11//11"%"Dress_Good"%"Mid"%4,82%7%"Standard"%"No"%"95.64 USD"
"2023//09//16"%"Dress_Good"%"Mid"%4,7%10%"Economy"%"Yes"%"97.49 USD"
"2023//12//19"%"Jacket_Good"%"Mid"%4,07%7%"Economy"%"No"%"164.39 USD"
"2023//09//05"%"Shoes_Fair"%"Low"%4,46%7%"Standard"%"Yes"%"33.43 USD"
"2023//10//16"%"Jacket_Good"%"Low"%4,48%6%"Economy"%"Yes"%"95.17 USD"
"2023//02//17"%"Dress_VeryGood"%"Low"%4,47%10%"Express"%"Yes"%"67.79 USD"
"2023//11//27"%"Jacket_Good"%"Premium"%4,3%12%"Economy"%"Yes"%"129.39 USD"
"2023//04//10"%"Accessories_New"%"Mid"%4,57%17%"Standard"%"No"%"58.79 USD"
"2023//04//18"%"Jacket_VeryGood"%"Mid"%4,08%3%"Economy"%"No"%"105.83 USD"
"2023//10//28"%"Jacket_Fair"%"Mid"%4,51%19%"Standard"%"No"%"78.79 USD"
"2023//01//10"%"Jacket_Good"%"Low"%4,14%6%"Standard"%"Yes"%"112.8 USD"
"2023//06//19"%"Jacket_Fair"%"Low"%4,55%30%"Express"%"Yes"%"65.84 USD"
"2023//10//07"%"Accessories_VeryGood"%"Mid"%4,23%19%"Economy"%"No"%"19.33 USD"
"2023//12//14"%"Shoes_Good"%"Low"%5%7%"Economy"%"Yes"%"87.82 USD"
"2023//07//28"%"Jacket_Good"%"Premium"%4,4%8%"Standard"%"No"%"128.16 USD"
"2023//11//11"%"Jacket_VeryGood"%"Low"%4,21%5%"Express"%"No"%"129.21 USD"
"2023//05//17"%"Dress_Good"%"Premium"%4,7%11%"Express"%"No"%"120.51 USD"
"2023//11//05"%"Shoes_Good"%"Low"%4,44%12%"Economy"%"No"%"90.4 USD"
"2023//04//18"%"Shoes_VeryGood"%"Mid"%5%9%"Standard"%"No"%"171.58 USD"
"2023//01//08"%"Shoes_Good"%"Mid"%3,67%9%"Standard"%"No"%"114.61 USD"
"2023//04//24"%"Shoes_Good"%"Mid"%3,99%7%"Economy"%"No"%"62.52 USD"
"2023//09//18"%"Jacket_VeryGood"%"Low"%4,82%7%"Economy"%"Yes"%"75.49 USD"
"2023//01//29"%"Jacket_VeryGood"%"Mid"%4,28%11%"Economy"%"No"%"138.78 USD"
"2023//11//02"%"Accessories_New"%"Low"%5%19%"Economy"%"Yes"%"30.07 USD"
"2023//11//22"%"Accessories_Good"%"Premium"%5%6%"Economy"%"No"%"69.48 USD"
"2023//03//15"%"Shoes_Good"%"Low"%4,93%15%"Standard"%"No"%"90.65 USD"
"2023//10//09"%"Dress_VeryGood"%"Low"%4,29%11%"Economy"%"No"%"58.22 USD"
"2023//03//14"%"Jacket_Good"%"Premium"%3,84%32%"Standard"%"Yes"%"134.15 USD"
"2023//09//24"%"Shoes_VeryGood"%"Low"%4,57%15%"Economy"%"No"%"82.68 USD"
"2023//09//19"%"Jacket_Fair"%"Mid"%3,93%7%"Economy"%"No"%"70.76 USD"
"2023//08//12"%"Jacket_Good"%"Low"%4,14%20%"Economy"%"No"%"49.25 USD"
"2023//07//23"%"Shoes_Good"%"Mid"%4,51%7%"Standard"%"No"%"94.22 USD"
"2023//07//30"%"Dress_Good"%"Low"%4,81%10%"Economy"%"No"%"74.07 USD"
"2023//08//07"%"Jacket_New"%"Premium"%4,49%4%"Economy"%"No"%"198.16 USD"
"2023//07//03"%"Dress_Fair"%"Low"%4,7%11%"Standard"%"No"%"56.01 USD"
"2023//12//18"%"Dress_Good"%"Mid"%4,8%11%"Standard"%"No"%"80.29 USD"
"2023//06//04"%"Shoes_Good"%"Low"%5%8%"Standard"%"No"%"118.09 USD"
"2023//04//29"%"Dress_VeryGood"%"Premium"%4,49%9%"Economy"%"No"%"137.86 USD"
"2023//12//10"%"Jacket_Fair"%"Mid"%4,31%3%"Standard"%"Yes"%"104.19 USD"
"2023//03//08"%"Dress_VeryGood"%"Low"%4,82%8%"Economy"%"No"%"85.28 USD"
"2023//04//20"%"Dress_Good"%"Low"%4,41%7%"Express"%"Yes"%"80.2 USD"
"2023//05//14"%"Accessories_New"%"Low"%4,05%9%"Standard"%"Yes"%"32.92 USD"
"2023//02//05"%"Shoes_Good"%"Premium"%4,55%9%"Standard"%"No"%"169.25 USD"
"2023//02//24"%"Dress_Good"%"Mid"%4,38%11%"Standard"%"No"%"78.08 USD"
"2023//08//28"%"Accessories_Fair"%"Mid"%4,2%10%"Express"%"No"%"9.39 USD"
"2023//04//30"%"Shoes_New"%"Premium"%4,49%20%"Standard"%"No"%"189.36 USD"
"2023//12//16"%"Jacket_VeryGood"%"Low"%4,68%20%"Economy"%"No"%"108.98 USD"
"2023//10//31"%"Jacket_Good"%"Low"%5%7%"Standard"%"Yes"%"86.92 USD"
"2023//01//10"%"Accessories_VeryGood"%"Low"%4,08%14%"Standard"%"Yes"%"29.13 USD"
"2023//06//02"%"Jacket_New"%"Low"%4,33%7%"Standard"%"No"%"106.67 USD"
"2023//04//10"%"Dress_Good"%"Mid"%3,73%4%"Economy"%"Yes"%"91.08 USD"
"2023//04//15"%"Accessories_VeryGood"%"Mid"%4,03%3%"Economy"%"No"%"48.23 USD"
"2023//10//08"%"Dress_New"%"Low"%4,08%17%"Standard"%"No"%"102 USD"
"2023//06//29"%"Dress_Fair"%"Mid"%4,3%5%"Express"%"No"%"69.31 USD"
"2023//10//05"%"Shoes_VeryGood"%"Mid"%4,24%7%"Express"%"Yes"%"141.39 USD"
"2023//08//29"%"Dress_VeryGood"%"Mid"%4,48%15%"Express"%"Yes"%"121.55 USD"
"2023//01//24"%"Shoes_VeryGood"%"Mid"%4,08%6%"Economy"%"No"%"128.94 USD"
"2023//06//16"%"Jacket_VeryGood"%"Mid"%5%22%"Economy"%"Yes"%"123.3 USD"
"2023//02//16"%"Jacket_Good"%"Low"%3,93%5%"Express"%"Yes"%"70.71 USD"
"2023//07//10"%"Dress_Good"%"Premium"%4,57%21%"Standard"%"No"%"120.59 USD"
"2023//02//06"%"Shoes_Good"%"Premium"%4,76%9%"Standard"%"No"%"145.91 USD"
"2023//06//23"%"Jacket_VeryGood"%"Mid"%4,3%15%"Economy"%"No"%"143.04 USD"
"2023//02//23"%"Jacket_Good"%"Premium"%5%11%"Standard"%"No"%"168.11 USD"
"2023//10//30"%"Dress_New"%"Premium"%4,4%30%"Standard"%"No"%"145.9 USD"
"2023//07//26"%"Shoes_Good"%"Low"%4,17%10%"Standard"%"No"%"89.55 USD"
"2023//01//19"%"Shoes_VeryGood"%"Low"%4,02%5%"Economy"%"No"%"98.27 USD"
"2023//07//19"%"Jacket_VeryGood"%"Mid"%3,89%28%"Economy"%"No"%"132.1 USD"
"2023//06//08"%"Jacket_Good"%"Low"%4,11%15%"Economy"%"No"%"80.25 USD"
"2023//02//06"%"Jacket_Good"%"Low"%4,74%4%"Express"%"No"%"100.39 USD"
"2023//04//13"%"Accessories_VeryGood"%"Low"%3,97%2%"Economy"%"No"%"62.81 USD"
"2023//09//01"%"Accessories_New"%"Mid"%4,56%6%"Standard"%"No"%"83.5 USD"
"2023//02//17"%"Dress_Fair"%"Low"%4,81%4%"Economy"%"No"%"52.55 USD"
"2023//07//07"%"Shoes_VeryGood"%"Low"%4,56%17%"Express"%"No"%"115.42 USD"
"2023//05//19"%"Jacket_New"%"Low"%4,64%3%"Standard"%"No"%"120.93 USD"
"2023//10//26"%"Jacket_VeryGood"%"Mid"%4,8%11%"Economy"%"No"%"123.69 USD"
"2023//06//07"%"Dress_VeryGood"%"Mid"%4,61%11%"Standard"%"No"%"119.53 USD"
"2023//07//08"%"Shoes_VeryGood"%"Low"%4,61%14%"Standard"%"No"%"105.94 USD"
"2023//11//07"%"Shoes_Good"%"Low"%4,51%6%"Express"%"Yes"%"100.18 USD"
"2023//07//08"%"Dress_VeryGood"%"Low"%4,75%11%"Economy"%"No"%"98.09 USD"
"2023//02//26"%"Shoes_VeryGood"%"Low"%4,34%11%"Standard"%"Yes"%"109.61 USD"
"2023//02//07"%"Shoes_VeryGood"%"Low"%3,79%27%"Economy"%"No"%"117.53 USD"
"2023//03//25"%"Jacket_Good"%"Mid"%4,76%7%"Standard"%"Yes"%"103.94 USD"
"2023//11//15"%"Shoes_Fair"%"Low"%4,61%8%"Economy"%"Yes"%"54.67 USD"
"2023//06//23"%"Dress_VeryGood"%"Low"%4,38%10%"Economy"%"Yes"%"78.89 USD"
"2023//11//30"%"Jacket_VeryGood"%"Premium"%4,2%8%"Standard"%"No"%"170.46 USD"
"2023//11//22"%"Accessories_Good"%"Mid"%4,45%6%"Economy"%"Yes"%"26.79 USD"
"2023//05//10"%"Dress_Good"%"Mid"%4,67%4%"Economy"%"Yes"%"92.26 USD"
"2023//04//30"%"Shoes_Good"%"Low"%5%11%"Economy"%"No"%"94.22 USD"
"2023//07//19"%"Dress_New"%"Low"%3,6%12%"Economy"%"No"%"101 USD"
"2023//11//27"%"Shoes_Good"%"Premium"%4,19%12%"Standard"%"No"%"131.91 USD"
"2023//01//21"%"Dress_Fair"%"Premium"%4,31%8%"Standard"%"No"%"73.04 USD"
"2023//07//18"%"Dress_New"%"Low"%4,83%10%"Economy"%"Yes"%"66 USD"
"2023//03//28"%"Jacket_VeryGood"%"Mid"%3,94%11%"Standard"%"Yes"%"114.05 USD"
"2023//03//13"%"Jacket_VeryGood"%"Mid"%4,04%19%"Economy"%"No"%"111.5 USD"
"2023//11//11"%"Dress_VeryGood"%"Mid"%4,25%18%"Standard"%"No"%"127.38 USD"
"2023//07//21"%"Dress_Good"%"Low"%4,55%21%"Standard"%"No"%"74.15 USD"
"2023//06//14"%"Shoes_New"%"Low"%4,51%7%"Standard"%"No"%"89.46 USD"
"2023//03//22"%"Shoes_New"%"Premium"%4,77%13%"Standard"%"No"%"218.92 USD"
"2023//02//24"%"Shoes_VeryGood"%"Low"%3,5%5%"Standard"%"Yes"%"71.49 USD"
"2023//05//14"%"Dress_Good"%"Low"%4,24%8%"Standard"%"No"%"61.9 USD"
"2023//09//01"%"Accessories_Fair"%"Mid"%4,75%25%"Standard"%"No"%"46.68 USD"
"2023//01//06"%"Dress_VeryGood"%"Mid"%5%9%"Economy"%"Yes"%"110.14 USD"
"2023//05//08"%"Shoes_Fair"%"Low"%4,76%9%"Express"%"Yes"%"58.61 USD"
"2023//06//05"%"Shoes_Good"%"Mid"%4,05%18%"Economy"%"No"%"112.13 USD"
"2023//10//15"%"Dress_Good"%"Premium"%4,06%9%"Express"%"No"%"138.22 USD"
"2023//02//18"%"Shoes_VeryGood"%"Premium"%3,65%13%"Economy"%"Yes"%"147.9 USD"
"2023//08//15"%"Dress_Good"%"Mid"%3,79%10%"Standard"%"No"%"83.71 USD"
"2023//08//27"%"Dress_Good"%"Premium"%3,65%14%"Standard"%"Yes"%"92.48 USD"
"2023//12//06"%"Jacket_Fair"%"Low"%4,14%23%"Economy"%"No"%"66.28 USD"
"2023//07//12"%"Jacket_VeryGood"%"Low"%4,29%9%"Express"%"No"%"78.86 USD"
"2023//07//16"%"Shoes_New"%"Low"%5%10%"Economy"%"No"%"120.91 USD"
"2023//10//30"%"Shoes_Fair"%"Premium"%4,23%12%"Economy"%"Yes"%"158.46 USD"
"2023//05//28"%"Jacket_New"%"Low"%4,16%11%"Standard"%"No"%"114.76 USD"
"2023//07//09"%"Dress_Fair"%"Mid"%4,66%12%"Standard"%"No"%"62.98 USD"
"2023//04//22"%"Dress_VeryGood"%"Mid"%4,32%16%"Economy"%"No"%"66.15 USD"
"2023//07//10"%"Dress_Fair"%"Low"%4,11%13%"Economy"%"Yes"%"47.93 USD"
"2023//04//29"%"Shoes_VeryGood"%"Low"%4,23%5%"Standard"%"No"%"109.21 USD"
"2023//04//25"%"Shoes_VeryGood"%"Mid"%4,53%12%"Express"%"No"%"141.99 USD"
"2023//01//10"%"Shoes_New"%"Low"%3,97%22%"Standard"%"Yes"%"106.97 USD"
"2023//04//25"%"Dress_Fair"%"Low"%4,39%18%"Standard"%"Yes"%"57.55 USD"
"2023//02//28"%"Dress_New"%"Low"%3,74%4%"Economy"%"No"%"104.68 USD"
"2023//11//01"%"Accessories_Good"%"Mid"%4,4%12%"Economy"%"Yes"%"21.87 USD"
"2023//03//02"%"Dress_VeryGood"%"Low"%4,76%4%"Economy"%"No"%"49.13 USD"
"2023//04//18"%"Jacket_Fair"%"Mid"%4,74%7%"Standard"%"No"%"101.92 USD"
"2023//10//19"%"Jacket_VeryGood"%"Premium"%4,54%7%"Economy"%"No"%"188.56 USD"
"2023//01//23"%"Jacket_Fair"%"Low"%3,98%16%"Standard"%"No"%"93.27 USD"
"2023//04//25"%"Dress_Fair"%"Mid"%4,66%7%"Economy"%"No"%"63.75 USD"
"2023//03//29"%"Jacket_Good"%"Low"%5%12%"Economy"%"Yes"%"102.97 USD"
"2023//05//12"%"Jacket_New"%"Low"%3,82%8%"Economy"%"No"%"169.87 USD"
"2023//07//05"%"Accessories_VeryGood"%"Low"%5%4%"Standard"%"No"%"42.22 USD"
"2023//09//08"%"Dress_VeryGood"%"Low"%4,1%5%"Standard"%"No"%"92.79 USD"
"2023//07//22"%"Dress_Good"%"Low"%4,66%15%"Economy"%"No"%"65.64 USD"
"2023//09//03"%"Dress_Good"%"Low"%4,16%3%"Standard"%"Yes"%"60.32 USD"
"2023//09//03"%"Shoes_VeryGood"%"Mid"%4,18%4%"Economy"%"No"%"140.04 USD"
"2023//06//27"%"Dress_VeryGood"%"Mid"%4,64%6%"Express"%"Yes"%"95.49 USD"
"2023//09//08"%"Jacket_Good"%"Mid"%3,73%10%"Economy"%"No"%"117.61 USD"
"2023//02//17"%"Shoes_Good"%"Premium"%4,42%5%"Standard"%"Yes"%"135.99 USD"
"2023//05//11"%"Jacket_Fair"%"Mid"%4,24%12%"Economy"%"No"%"102.99 USD"
"2023//02//02"%"Accessories_Good"%"Low"%3,72%11%"Express"%"Yes"%"33.84 USD"
"2023//06//11"%"Shoes_VeryGood"%"Mid"%4,65%7%"Standard"%"No"%"114.35 USD"
"2023//11//18"%"Dress_Good"%"Low"%4,32%12%"Standard"%"No"%"107.04 USD"
"2023//03//05"%"Shoes_VeryGood"%"Low"%4,38%6%"Economy"%"No"%"110.52 USD"
"2023//06//17"%"Shoes_VeryGood"%"Low"%4,12%28%"Economy"%"No"%"89.17 USD"
"2023//10//03"%"Accessories_Good"%"Mid"%4,42%6%"Economy"%"No"%"19.61 USD"
"2023//03//19"%"Jacket_Good"%"Premium"%4,94%5%"Economy"%"Yes"%"149.94 USD"
"2023//06//02"%"Dress_Fair"%"Low"%4,37%7%"Standard"%"Yes"%"28.5 USD"
"2023//07//18"%"Dress_Good"%"Low"%4,33%9%"Standard"%"No"%"77.97 USD"
"2023//04//05"%"Dress_Good"%"Low"%4,51%11%"Economy"%"No"%"75.53 USD"
"2023//12//08"%"Dress_Fair"%"Mid"%4,29%12%"Economy"%"No"%"54.94 USD"
"2023//08//09"%"Shoes_VeryGood"%"Mid"%4,41%5%"Standard"%"No"%"88.44 USD"
"2023//07//03"%"Shoes_Good"%"Low"%4,68%16%"Standard"%"No"%"69.78 USD"
"2023//06//10"%"Jacket_New"%"Mid"%5%15%"Standard"%"No"%"141 USD"
"2023//04//18"%"Shoes_VeryGood"%"Premium"%4,25%16%"Express"%"No"%"156.71 USD"
"2023//08//30"%"Dress_Good"%"Low"%4,36%9%"Standard"%"No"%"92.3 USD"
"2023//06//30"%"Dress_Fair"%"Mid"%5%8%"Standard"%"No"%"79.18 USD"
"2023//10//29"%"Dress_Good"%"Mid"%4,34%16%"Standard"%"Yes"%"56.56 USD"
"2023//01//24"%"Shoes_New"%"Mid"%4,85%31%"Standard"%"No"%"132.54 USD"
"2023//11//12"%"Accessories_Good"%"Mid"%4,33%7%"Economy"%"No"%"61.53 USD"
"2023//08//17"%"Jacket_Good"%"Low"%4,92%12%"Standard"%"Yes"%"105.91 USD"
"2023//08//12"%"Dress_Good"%"Low"%3,75%16%"Standard"%"Yes"%"56.41 USD"
"2023//09//30"%"Dress_VeryGood"%"Low"%4,31%8%"Economy"%"No"%"62.6 USD"
"2023//07//06"%"Shoes_VeryGood"%"Premium"%3,87%9%"Express"%"No"%"186.39 USD"
"2023//06//20"%"Jacket_New"%"Low"%4,39%18%"Standard"%"No"%"115.47 USD"
"2023//01//23"%"Shoes_New"%"Low"%4,3%3%"Economy"%"No"%"132.77 USD"
"2023//08//06"%"Shoes_VeryGood"%"Low"%3,97%4%"Economy"%"Yes"%"88.04 USD"
"2023//10//28"%"Jacket_Good"%"Low"%4,66%5%"Standard"%"No"%"107.85 USD"
"2023//05//16"%"Shoes_New"%"Low"%4,61%19%"Express"%"Yes"%"48.92 USD"
"2023//03//20"%"Shoes_Good"%"Premium"%4,58%15%"Express"%"Yes"%"121.59 USD"
"2023//06//13"%"Dress_Fair"%"Low"%4,08%16%"Standard"%"Yes"%"34.49 USD"
"2023//08//25"%"Dress_Fair"%"Premium"%4,32%5%"Standard"%"Yes"%"42.18 USD"
"2023//03//08"%"Accessories_Good"%"Low"%4,18%7%"Standard"%"No"%"5.14 USD"
"2023//10//22"%"Jacket_VeryGood"%"Mid"%4,53%13%"Express"%"No"%"150.82 USD"
"2023//08//06"%"Jacket_VeryGood"%"Low"%3,76%9%"Standard"%"No"%"130.95 USD"
"2023//10//11"%"Dress_VeryGood"%"Low"%4,36%32%"Express"%"Yes"%"76.04 USD"
"2023//07//28"%"Accessories_Good"%"Low"%4,94%9%"Standard"%"No"%"64.43 USD"
"2023//03//28"%"Shoes_Good"%"Mid"%4,31%11%"Standard"%"Yes"%"109.41 USD"
"2023//06//30"%"Shoes_New"%"Low"%4,71%20%"Express"%"No"%"134.77 USD"
"2023//12//24"%"Shoes_VeryGood"%"Low"%4,11%22%"Economy"%"Yes"%"94.86 USD"
"2023//05//18"%"Accessories_VeryGood"%"Mid"%4,5%7%"Express"%"No"%"82.48 USD"
"2023//12//31"%"Shoes_VeryGood"%"Mid"%3,73%16%"Economy"%"Yes"%"121.58 USD"
"2023//12//24"%"Accessories_Good"%"Mid"%4,27%15%"Express"%"No"%"73.12 USD"
"2023//02//10"%"Dress_Good"%"Premium"%4,39%4%"Standard"%"No"%"98.14 USD"
"2023//05//09"%"Shoes_Good"%"Mid"%4,78%7%"Economy"%"No"%"117.95 USD"
"2023//12//02"%"Jacket_VeryGood"%"Mid"%4,51%8%"Express"%"No"%"112.8 USD"
"2023//08//20"%"Shoes_New"%"Mid"%4,59%8%"Standard"%"No"%"119.17 USD"
"2023//11//30"%"Shoes_Good"%"Low"%4,52%7%"Standard"%"No"%"100.92 USD"
"2023//08//06"%"Shoes_VeryGood"%"Low"%4,74%13%"Standard"%"No"%"100.58 USD"
"2023//11//24"%"Jacket_Good"%"Low"%5%17%"Economy"%"No"%"96.73 USD"
"2023//05//07"%"Shoes_New"%"Premium"%4,38%7%"Economy"%"No"%"198.63 USD"
"2023//02//10"%"Jacket_New"%"Low"%4,62%18%"Economy"%"No"%"104.3 USD"
"2023//09//21"%"Shoes_Good"%"Low"%4,52%13%"Standard"%"Yes"%"76.87 USD"
"2023//07//04"%"Jacket_Good"%"Mid"%4,21%4%"Economy"%"No"%"87.46 USD"
"2023//07//20"%"Accessories_Fair"%"Mid"%4,36%6%"Standard"%"No"%"13.34 USD"
"2023//02//21"%"Accessories_Good"%"Mid"%3,92%14%"Economy"%"Yes"%"29.76 USD"
"2023//08//13"%"Dress_Good"%"Premium"%5%9%"Economy"%"No"%"113.28 USD"
"2023//03//08"%"Accessories_New"%"Mid"%4,39%33%"Economy"%"No"%"59.01 USD"
