no,location,nop,income,expend,alcohol,price
21254014,20t-100t,2,959,811,0,1
20094011,500t+,1,528,504,104,1
21227011,100t-200t,2,1690,1458,232,1
12151014,wies,3,1337,1043,0,1
20087011,500t+,4,3190,2465,0,1
20041014,200t-500t,2,9021,3111,0,1
11059011,-20t,5,3066,1950,144,1
21229014,100t-200t,3,883,1898,123,1
11353014,-20t,4,1678,1315,0,1
11174014,20t-100t,1,1450,1539,0,1
22151011,wies,3,1592,2411,0,1
21220014,100t-200t,3,2023,768,0,1
10208011,500t+,2,2931,732,0,1
21185011,20t-100t,5,1744,1264,0,1
21201011,200t-500t,4,1540,1153,0,1
11184011,20t-100t,3,3750,2894,131,1
20098011,500t+,3,2704,2890,0,1
11294014,100t-200t,4,1681,756,0,1
11564014,20t-100t,5,2194,2030,0,1
20006011,200t-500t,3,2980,1791,0,1
21145014,-20t,5,1773,1739,0,1
21173014,100t-200t,4,3281,3348,0,1
21168011,-20t,4,1522,1852,0,1
21098011,20t-100t,4,3142,1950,230,1
22210011,wies,8,3551,2746,135,1
20034014,200t-500t,2,2936,11247,0,1
10058014,200t-500t,5,2305,2806,0,1
21089011,20t-100t,2,1594,1500,0,1
11517014,20t-100t,4,845,1389,0,1
11745014,20t-100t,5,4030,3869,0,1
11563014,20t-100t,2,1149,1235,0,1
10185011,500t+,2,2800,1852,248,1
21182014,-20t,2,2550,457,0,1
10117014,500t+,3,1959,2012,0,1
21231014,100t-200t,2,3909,2528,167,1
21188014,-20t,3,872,1045,0,1
12361011,wies,1,1125,1059,0,1
11408014,-20t,5,3324,2945,224,1
10296014,200t-500t,6,2535,2839,0,1
22152011,wies,2,3376,2051,105,1
22216014,wies,5,1016,817,0,1
20103011,500t+,3,2293,3094,285,1
21149014,20t-100t,2,1060,867,40,1
21280011,20t-100t,4,1277,1809,50,1
11447014,20t-100t,5,3887,2034,0,1
11209011,200t-500t,1,800,899,0,1
21246011,20t-100t,4,1650,1324,0,1
20101011,500t+,6,2140,2136,0,1
11186011,20t-100t,3,1704,1910,83,1
20068014,500t+,4,2553,1915,0,1
20121014,500t+,4,4864,4137,0,1
12432011,wies,4,1127,1521,0,1
10155014,500t+,5,3220,1683,0,1
11019014,-20t,3,2948,1685,0,1
21112014,-20t,5,2658,2728,0,1
21155011,-20t,2,1900,1549,120,1
21088014,20t-100t,5,2753,4001,93,1
21111011,20t-100t,3,3964,2327,0,1
21020014,20t-100t,4,1019,990,0,1
10065014,100t-200t,3,1858,2130,0,1
21112011,-20t,2,1350,1091,0,1
21259011,-20t,4,1848,1652,0,1
10042011,200t-500t,4,2900,1904,156,1
10093011,500t+,2,1704,1401,70,1
21152011,-20t,2,1183,1605,0,1
22035014,wies,2,910,1054,0,1
11277011,20t-100t,3,995,810,0,1
10140011,500t+,5,3655,3211,0,1
10127011,500t+,4,3098,2679,0,1
11567014,-20t,3,1152,1554,0,1
22185011,wies,7,1673,1615,0,1
21218014,200t-500t,3,2170,1504,0,1
12017014,wies,3,1926,2680,0,1
21081014,20t-100t,3,2411,2258,250,1
21043014,200t-500t,2,1319,1438,0,1
10321014,100t-200t,3,2504,1560,0,1
11210011,200t-500t,3,2370,2193,0,1
12006014,wies,3,1450,1036,0,1
21187014,-20t,3,2200,1702,97,1
20130014,200t-500t,4,3681,2198,0,1
11231011,100t-200t,2,1287,1543,0,1
21214014,200t-500t,4,1311,1287,0,1
21137014,20t-100t,4,1655,1263,0,1
21086014,20t-100t,1,1350,1418,154,1
21293014,20t-100t,5,1486,1030,95,1
11243014,200t-500t,4,3399,2285,0,1
11753011,20t-100t,3,3736,2609,0,1
12573011,wies,2,1199,2106,0,1
21189011,20t-100t,3,3897,3130,0,1
10026011,200t-500t,3,2247,2210,86,1
10026014,200t-500t,3,3297,1952,0,1
22189011,wies,4,863,539,0,1
10087011,500t+,4,3500,2586,0,1
12006011,wies,4,1278,1424,69,1
20057014,100t-200t,3,4549,3370,0,1
11228011,200t-500t,5,2000,1877,0,1
11349011,20t-100t,3,2615,1895,0,1
21262014,20t-100t,2,1000,1034,0,1
21079014,-20t,3,1277,1094,0,1
12519014,wies,3,1761,2036,0,1
12425011,wies,5,876,1322,0,1
21264011,-20t,5,2247,1728,0,1
12584011,wies,4,1344,1706,0,1
12407011,wies,5,1932,1430,0,1
22076014,wies,2,1145,759,72,1
21228014,100t-200t,2,1189,2910,131,1
21022014,-20t,3,2349,1555,0,1
20050011,200t-500t,2,4400,1907,10,1
20143011,500t+,4,2120,1926,36,1
21077011,20t-100t,3,2180,2454,0,1
21086011,20t-100t,4,1727,1427,0,1
21253014,20t-100t,6,3905,2961,221,1
21298011,20t-100t,5,6000,2478,0,1
20049011,200t-500t,5,3002,3192,0,1
21083014,20t-100t,2,1517,1220,0,1
20071014,500t+,3,3223,3258,122,1
10031011,200t-500t,4,4338,2858,341,1
10292014,200t-500t,4,2165,1306,0,1
21095014,-20t,5,1258,1204,0,1
10118014,500t+,4,2470,2408,35,1
11565011,20t-100t,4,1532,1693,0,1
21073011,20t-100t,5,1699,1326,0,1
11172014,20t-100t,2,1262,1135,114,1
11553014,20t-100t,2,1471,811,0,1
21093011,20t-100t,3,6573,3001,0,1
20091014,500t+,3,4502,4184,0,1
12149014,wies,2,2129,3200,142,1
20017011,500t+,2,3430,2697,0,1
22123015,wies,4,2130,865,82,1
10279011,200t-500t,3,1639,1686,75,1
11152014,20t-100t,6,2266,2608,142,1
12105014,wies,4,2273,2888,403,1
10057014,200t-500t,3,2669,2160,54,1
12080014,wies,8,2181,2068,52,1
12195014,wies,5,2179,2546,0,1
22123011,wies,3,1443,1311,0,1
11331011,200t-500t,3,1823,1808,0,1
12161014,wies,4,1407,1396,0,1
11321011,-20t,2,302,1921,0,1
11496011,20t-100t,4,1873,1295,0,1
12063011,wies,6,1516,1323,0,1
10283011,200t-500t,3,3624,2674,0,1
21081011,20t-100t,2,2645,4208,0,1
21273011,20t-100t,3,1962,1556,0,1
21235014,20t-100t,3,1807,2591,152,1
21121014,20t-100t,4,1700,907,80,1
21055011,-20t,5,4855,2742,269,1
11108014,20t-100t,3,1503,1485,0,1
21249011,20t-100t,6,1712,1494,50,1
11678014,-20t,7,5115,3300,0,1
21260014,20t-100t,2,637,397,0,1
22170014,wies,4,2793,1994,0,1
11038014,100t-200t,2,1627,1655,0,1
11263014,20t-100t,4,1851,1389,66,1
10015014,500t+,4,2372,2417,0,1
10079014,500t+,4,3929,3012,0,1
11500011,20t-100t,3,2391,2198,0,1
21058011,20t-100t,4,1571,1366,0,1
21072011,-20t,4,1243,1015,0,1
21073014,20t-100t,4,1907,1880,0,1
22036011,wies,3,1570,1441,0,1
22087011,wies,4,2000,1139,0,1
20009014,500t+,3,2315,2274,0,1
12195011,wies,4,1616,1241,0,1
11129011,-20t,2,1196,1060,0,1
10120014,500t+,4,1672,1711,0,1
10116011,500t+,3,4398,4050,0,1
20016014,500t+,3,2704,3212,440,1
20064014,500t+,3,3128,1544,0,1
20115014,500t+,3,1688,1916,0,1
20144011,500t+,6,2502,2218,0,1
12543011,wies,8,2892,2198,0,1
22090011,wies,3,1925,972,0,1
21150011,20t-100t,3,1284,3457,0,1
11467011,-20t,2,1654,1448,0,1
11527011,-20t,6,2307,1174,0,1
10095011,500t+,2,5521,3095,226,1
20138014,200t-500t,2,10003,2875,0,1
10290011,200t-500t,4,1841,1135,0,1
11676014,20t-100t,4,2554,2329,235,1
22048011,wies,1,1227,889,0,1
20146011,500t+,6,3837,1681,0,1
11323014,-20t,4,6555,3809,209,1
22166014,wies,5,1540,1295,96,1
10003014,500t+,5,3300,2899,0,1
20122014,500t+,2,1236,923,0,1
11405014,20t-100t,3,2387,2735,0,1
11271014,100t-200t,4,5179,7399,0,1
11578014,20t-100t,4,1480,1527,0,1
11640014,-20t,4,1054,1206,0,1
21052015,20t-100t,5,1129,1486,0,1
11522014,-20t,4,1573,1323,0,1
22170011,wies,1,1004,709,0,1
21195014,100t-200t,5,3596,3020,0,1
10045011,200t-500t,5,1573,1777,0,1
20056014,100t-200t,4,1258,1101,0,1
11508011,200t-500t,3,2258,1790,120,1
21154011,20t-100t,2,1100,1081,0,1
11369011,-20t,5,1955,1997,0,1
10185015,500t+,2,2800,2757,0,1
12512011,wies,5,2837,3321,0,1
11697011,100t-200t,2,1705,1641,0,1
10327011,500t+,4,1547,1334,0,1
21134011,-20t,4,1120,1123,0,1
20065011,500t+,3,2140,1212,0,1
11723011,20t-100t,3,1200,1548,70,1
21294014,-20t,5,2255,2086,0,1
11026014,-20t,4,1820,1689,173,1
12216014,wies,3,1790,1915,72,1
11529011,-20t,4,1758,1554,0,1
10077011,500t+,1,1427,2015,0,1
11111011,-20t,2,952,1155,0,1
10106014,500t+,1,1497,1498,0,1
11563011,20t-100t,4,1673,1349,0,1
12496014,wies,6,1065,1200,0,1
20055014,100t-200t,3,5089,3798,0,1
11714011,100t-200t,3,2425,2208,88,1
21237011,200t-500t,4,1949,1266,0,1
10238014,200t-500t,4,3401,2888,0,1
10087014,500t+,4,1400,1446,0,1
10249011,200t-500t,3,1400,878,0,1
21278014,-20t,4,1932,1735,98,1
10079011,500t+,4,4388,2751,50,1
21175014,20t-100t,3,6046,6273,0,1
10177014,500t+,2,3500,5179,0,1
22047011,wies,1,815,1123,97,1
21280014,20t-100t,2,2061,1290,0,1
21206011,200t-500t,4,5218,3016,0,1
11305011,20t-100t,7,1303,946,0,1
21053014,20t-100t,4,3402,2768,153,1
12125011,wies,5,1957,1564,0,1
21042014,200t-500t,4,5034,3281,0,1
21056014,20t-100t,2,1660,1349,0,1
11276014,20t-100t,5,2210,2004,139,1
10147014,500t+,2,3500,3771,0,1
11237011,100t-200t,2,925,807,0,1
11716011,100t-200t,5,501,675,0,1
10252011,200t-500t,3,1955,1196,107,1
22157014,wies,5,2313,1555,0,1
11293014,100t-200t,3,1500,1405,0,1
21146014,20t-100t,2,1391,1196,0,1
22180011,wies,2,2646,2212,147,1
21285011,-20t,4,679,755,0,1
21078014,20t-100t,2,2753,1841,171,1
20043014,200t-500t,1,1250,1399,0,1
10097011,500t+,5,5945,5071,0,1
10227011,100t-200t,2,2500,1757,0,1
21067014,100t-200t,4,2037,1368,0,1
11324011,-20t,4,3487,2275,209,1
11335011,200t-500t,3,4185,3716,0,1
10042014,200t-500t,3,1240,1206,0,1
21006011,20t-100t,3,2260,3123,0,1
11211014,200t-500t,2,980,1271,0,1
11564011,20t-100t,3,1247,598,0,1
22111011,wies,3,1124,1225,0,1
11754011,20t-100t,4,3070,2343,27,1
11698011,100t-200t,2,2295,2069,0,1
21284014,20t-100t,4,2303,2191,69,1
21215011,200t-500t,4,1411,1750,0,1
11716014,100t-200t,4,3379,3058,84,1
20090014,500t+,2,2290,1322,97,1
11271011,100t-200t,2,1512,1196,0,1
21009011,20t-100t,4,1073,968,114,1
21276011,20t-100t,3,1728,1328,0,1
22063014,wies,5,1936,1641,0,1
11204014,100t-200t,4,1574,1413,0,1
10197014,500t+,1,2100,1649,0,1
11211011,200t-500t,2,2200,1494,0,1
11380011,20t-100t,3,3140,2605,0,1
21273014,20t-100t,4,2613,2985,0,1
10246014,200t-500t,1,870,1265,0,1
21065014,100t-200t,4,1401,2086,0,1
11663011,20t-100t,3,4902,4468,0,1
10161011,500t+,4,2076,4057,202,1
10346014,500t+,4,2500,2410,0,1
11696011,100t-200t,3,2017,2391,0,1
11488011,-20t,2,1611,1035,0,1
20089014,500t+,3,2963,1668,0,1
22064014,wies,3,2970,2317,0,1
12450014,wies,4,2117,1722,0,1
20061011,500t+,3,2836,2095,0,1
21123014,100t-200t,4,2877,1948,230,1
20038011,200t-500t,3,2471,2305,0,1
11292011,100t-200t,2,630,866,0,1
20137014,200t-500t,4,1973,1579,0,1
11134011,100t-200t,3,2000,2983,219,1
21207011,200t-500t,2,1845,1524,0,1
21113014,-20t,4,2351,2129,0,1
10002014,500t+,3,2557,2195,139,1
11505011,100t-200t,4,1200,1103,13,1
21037011,20t-100t,3,5559,3800,87,1
22085011,wies,6,5046,6570,77,1
10148011,500t+,4,9229,4198,0,1
12297014,wies,1,130,291,0,1
11070014,20t-100t,1,895,715,0,1
10023014,500t+,3,3726,3091,219,1
21082014,20t-100t,5,1720,1425,116,1
10277011,200t-500t,2,4728,1618,0,1
11534014,-20t,5,1040,1152,0,1
11144011,20t-100t,3,1686,1662,0,1
11144014,20t-100t,2,893,852,0,1
11266014,100t-200t,6,2677,1354,26,1
20142011,500t+,3,6848,4154,109,1
21156014,20t-100t,5,2925,2661,0,1
12335011,wies,5,2053,2087,0,1
11723014,20t-100t,4,910,825,0,1
21071014,20t-100t,2,1037,1331,0,1
12443011,wies,4,2613,2407,0,1
11202011,100t-200t,2,2664,1560,0,1
22145011,wies,3,1344,1180,0,1
21281011,20t-100t,4,2094,1326,0,1
10224011,100t-200t,4,1557,2212,0,1
20066011,500t+,3,2935,2592,0,1
21223014,20t-100t,2,700,1446,0,1
22112011,wies,7,2730,1670,0,1
21269011,-20t,4,1774,1582,158,1
12147014,wies,2,1920,1373,0,1
21170014,200t-500t,3,2294,2650,110,1
21085014,20t-100t,2,2173,1534,0,1
20152014,500t+,2,1897,1647,209,1
11196014,20t-100t,2,1920,1538,0,1
22124012,wies,4,673,706,0,1
10264014,200t-500t,3,1272,1455,0,1
11550014,20t-100t,4,3990,2451,40,1
10354011,200t-500t,3,4752,4974,435,1
11765014,100t-200t,5,2794,3297,0,1
21011011,20t-100t,3,1617,1097,101,1
21129014,20t-100t,5,1701,1515,0,1
11151011,-20t,2,570,697,0,1
11470011,20t-100t,4,2304,2579,0,1
11138011,100t-200t,4,1456,1254,0,1
10126011,500t+,3,1222,1449,0,1
20070014,500t+,5,2280,2089,0,1
11214011,200t-500t,3,3424,2154,0,1
11674014,20t-100t,3,1997,2408,0,1
21090011,-20t,6,3237,1804,0,1
10220014,100t-200t,5,2746,1423,0,1
11035014,20t-100t,4,1098,1094,0,1
10164014,500t+,2,18550,5766,0,1
12397014,wies,4,3105,3960,0,1
12561011,wies,5,476,2392,0,1
12548011,wies,5,2763,1456,0,1
20132014,200t-500t,4,1262,1878,0,1
22042011,wies,4,1999,1699,0,1
12252014,wies,5,1280,1231,0,1
12003014,wies,4,8669,7385,187,1
21079011,-20t,3,1586,754,0,1
22103014,wies,8,2409,3216,145,1
21052011,20t-100t,5,3710,2662,0,1
22183011,wies,3,1567,1413,0,1
12315014,wies,4,3027,2254,0,1
12135011,wies,6,2053,1302,84,1
12438011,wies,4,1398,1249,0,1
22214014,wies,5,2017,1569,102,1
12312011,wies,3,2684,1932,0,1
22061014,wies,4,2332,2370,0,1
12136011,wies,2,1806,1481,0,1
12577011,wies,3,6073,1775,0,1
11026011,-20t,2,1415,3136,0,1
22224014,wies,6,2925,1944,0,1
22044014,wies,4,4050,1838,187,1
12054014,wies,4,1234,1703,0,1
12129014,wies,4,1962,1620,45,1
12499014,wies,2,2310,2122,0,1
12239012,wies,3,1203,1093,154,1
22084011,wies,4,2219,1974,0,1
22004011,wies,4,3128,4131,0,1
22072014,wies,5,1461,1575,0,1
22045014,wies,6,2666,1614,173,1
22032014,wies,7,2303,1141,0,1
11471011,20t-100t,4,2750,1828,0,1
22031014,wies,6,2099,1106,0,1
22150014,wies,6,2328,2266,0,1
22043011,wies,3,1736,1881,0,1
12182014,wies,4,2405,1391,104,1
22014014,wies,4,1887,1094,0,1
12115011,wies,4,1426,1010,0,1
12311011,wies,5,2825,3837,79,1
22053014,wies,3,1792,1765,0,1
22070011,wies,5,1747,1088,0,1
22129014,wies,3,3010,10529,286,1
21141014,20t-100t,4,2950,2180,0,1
12070014,wies,4,2115,2098,0,1
12131011,wies,4,2042,2195,0,1
12255011,wies,6,1226,910,0,1
12236014,wies,4,1287,1360,0,1
12409014,wies,3,672,570,0,1
12396014,wies,5,2790,2282,0,1
22007011,wies,6,1138,845,0,1
12392014,wies,6,3671,2910,0,1
22109014,wies,4,799,554,0,1
22206011,wies,4,529,2038,156,1
22204011,wies,1,300,286,66,1
22101011,wies,5,1740,1784,0,1
12377011,wies,5,3102,2735,0,1
22117011,wies,2,1654,1462,97,1
12469014,wies,4,1818,1538,0,1
22073014,wies,6,4696,1743,92,1
21117011,-20t,3,2709,2515,0,1
12219014,wies,4,867,725,0,1
22211014,wies,4,1668,1671,0,1
12123011,wies,5,2123,1514,81,1
22022014,wies,7,22392,1892,0,1
12093011,wies,4,1619,1007,0,1
22194014,wies,2,1844,1485,0,1
22012014,wies,5,1421,1289,0,1
22021014,wies,4,1231,1587,275,1
11004011,-20t,7,1317,1452,0,1
12017011,wies,4,1413,1190,0,1
12461014,wies,6,1731,1824,0,1
22132011,wies,5,8091,2327,0,1
22118011,wies,3,1197,1017,57,1
22050014,wies,3,1746,1677,89,1
22173011,wies,14,1905,1453,0,1
10050011,200t-500t,2,1573,1302,0,1
12132016,wies,4,992,1401,0,1
22145014,wies,5,2133,2006,0,1
22197011,wies,5,1508,2262,67,1
11352011,-20t,6,4300,3556,202,1
12274011,wies,5,3546,7826,245,1
22023014,wies,4,354,2396,88,1
12325011,wies,6,4161,3643,98,1
12208011,wies,5,1595,1568,52,1
12055014,wies,6,1896,1216,0,1
12348011,wies,5,1607,2135,0,1
22004014,wies,5,4427,3072,121,1
12288014,wies,5,2528,1843,116,1
22118014,wies,5,3239,2960,0,1
22028011,wies,2,3751,2418,0,1
10057011,200t-500t,4,1501,763,0,1
12331011,wies,6,4860,2854,0,1
12394011,wies,6,3291,1895,0,1
12067011,wies,5,2202,3678,234,1
12161011,wies,3,2868,2308,114,1
22032011,wies,6,1313,1240,160,1
12026014,wies,6,1927,1803,0,1
11530014,-20t,5,1637,1797,0,1
22171011,wies,6,2336,2021,57,1
11492014,-20t,4,1577,1604,0,1
12199011,wies,4,4325,3149,0,1
12327011,wies,6,1311,1688,0,1
12331014,wies,7,1816,1899,0,1
22079011,wies,4,1009,1238,0,1
22208014,wies,3,2969,2717,0,1
12043014,wies,6,1571,2434,0,1
22213014,wies,6,2029,2507,0,1
22034011,wies,4,2930,2615,0,1
21046011,-20t,5,2191,2298,0,1
21208011,200t-500t,5,3300,2360,0,1
12058011,wies,4,2007,1770,0,1
22193014,wies,7,1791,1762,0,1
22121012,wies,4,1577,2608,0,1
12348014,wies,5,2723,1859,0,1
22088014,wies,6,2426,1972,93,1
12079011,wies,4,1747,1739,0,1
22193011,wies,6,1422,1442,193,1
12240014,wies,5,800,759,0,1
22005014,wies,6,1840,1872,93,1
12329014,wies,4,1931,2312,133,1
22148011,wies,3,2249,1516,152,1
22166011,wies,7,2022,2161,81,1
22181014,wies,4,1069,1032,40,1
12086014,wies,5,4125,3252,0,1
22061011,wies,5,2588,2015,0,1
22117014,wies,4,2554,1615,180,1
12049011,wies,4,697,816,122,1
22146011,wies,5,1858,1845,0,1
12592011,wies,6,2780,2365,56,1
22015014,wies,4,2075,1333,0,1
22144014,wies,3,1366,515,0,1
12148011,wies,3,1241,1296,0,1
12507011,wies,4,4768,1042,0,1
22134011,wies,4,3204,2696,0,1
10058011,200t-500t,4,4748,2073,0,1
22195011,wies,2,1045,804,0,1
22168014,wies,6,2301,2360,123,1
12562011,wies,5,1761,1323,0,1
22104014,wies,5,1863,1676,0,1
12329011,wies,5,2325,1870,118,1
21015011,-20t,3,1128,1034,0,1
12105011,wies,5,1963,2436,0,1
12078011,wies,4,1920,1825,0,1
22141011,wies,3,850,1018,0,1
12132015,wies,5,790,1576,0,1
12158011,wies,5,1949,1119,0,1
21051011,20t-100t,3,2774,2122,91,1
22095011,wies,5,2738,2623,276,1
12492014,wies,4,598,956,0,1
22148014,wies,4,3025,1141,147,1
12052011,wies,3,738,611,0,1
22074014,wies,3,744,1220,0,1
22003011,wies,3,2877,1861,143,1
21248011,20t-100t,3,2404,2988,0,1
22194011,wies,2,2327,1008,0,1
12309014,wies,4,2487,1830,44,1
12555014,wies,3,2148,1912,0,1
22002011,wies,7,4127,5767,94,1
12283014,wies,3,1889,1687,117,1
22158014,wies,4,1262,679,0,1
12227014,wies,5,2100,1676,0,1
12496011,wies,5,1913,1729,0,1
22062011,wies,6,5164,4265,0,1
22152014,wies,4,1810,1027,0,1
22219011,wies,3,2645,2834,0,1
22014011,wies,4,3330,2797,0,1
11082011,20t-100t,4,1655,1604,0,1
21118014,-20t,5,1487,1482,0,1
12396011,wies,4,2009,1641,113,1
12213011,wies,7,1965,1868,0,1
12230014,wies,4,1888,2591,171,1
22008011,wies,5,1348,1165,0,1
22154011,wies,3,3248,2039,126,1
21108011,-20t,4,5000,5589,436,1
12213014,wies,4,505,503,0,1
21046014,-20t,3,2491,1955,0,1
12140014,wies,4,2682,3445,397,1
22155014,wies,2,1345,980,0,1
22219014,wies,4,2662,2493,0,1
22097014,wies,6,1096,1113,0,1
12574011,wies,6,1607,1626,0,1
12214014,wies,5,1619,1481,0,1
22174014,wies,8,3714,4807,129,1
22078014,wies,8,4936,3197,0,1
12454011,wies,9,4936,2096,0,1
12249014,wies,5,598,959,0,1
12248014,wies,3,1847,2127,0,1
22058015,wies,3,1099,1054,0,1
21152014,-20t,4,2836,1961,0,1
12410011,wies,5,1918,971,0,1
12312014,wies,6,2579,1816,0,1
22156011,wies,6,2499,1796,0,1
22139014,wies,3,3666,2292,178,1
12410014,wies,3,696,1091,0,1
22165014,wies,4,1550,1250,0,1
22153011,wies,4,1359,1024,0,1
12052014,wies,2,1230,736,0,1
22006011,wies,2,1216,976,93,1
11304011,20t-100t,7,3194,1352,0,1
12469011,wies,4,1604,1653,0,1
21087011,20t-100t,1,175,292,0,1
22038014,wies,3,1849,1386,128,1
12150012,wies,1,2719,2503,0,1
22146014,wies,3,1758,2020,0,1
22175014,wies,5,1482,1285,79,1
22054011,wies,4,2011,1944,0,1
12443014,wies,3,2531,1592,0,1
12058014,wies,2,773,1493,0,1
12499011,wies,7,3859,8578,179,1
12463011,wies,6,2449,2344,94,1
21233011,100t-200t,4,2850,2414,0,1
21055014,-20t,2,2778,4571,0,1
12236011,wies,3,2402,10232,0,1
12566011,wies,6,2251,2371,0,1
22009014,wies,5,2254,2760,24,1
12277014,wies,2,1309,1108,0,1
22164011,wies,4,2695,3009,0,1
22103011,wies,6,2585,2324,0,1
22002014,wies,4,1612,1466,0,1
12290011,wies,7,4007,1350,0,1
12171014,wies,4,2633,1994,0,1
12227011,wies,6,1740,1832,0,1
12177011,wies,6,1873,1576,35,1
12203011,wies,3,1583,1078,0,1
22218011,wies,5,-1535,907,45,1
22064011,wies,2,1214,824,23,1
22183014,wies,7,1197,1080,12,1
12082014,wies,4,21135,2264,133,1
12580014,wies,6,736,1367,0,1
22220011,wies,5,302,2718,273,1
12392011,wies,4,2175,2069,0,1
22105011,wies,3,2101,2028,146,1
22011014,wies,1,539,280,0,1
22169011,wies,5,886,1106,0,1
12073014,wies,6,755,1748,281,1
21120014,-20t,4,2855,33693,0,1
12007014,wies,3,1245,2675,0,1
12264011,wies,7,842,1044,0,1
12023011,wies,6,1747,1627,0,1
12603014,wies,4,1713,1779,0,1
12154011,wies,4,1609,1244,76,1
22055011,wies,5,806,727,0,1
22094011,wies,2,1314,1748,139,1
12140011,wies,7,1906,6734,0,1
22223014,wies,4,2528,2504,0,1
22147011,wies,4,857,1362,0,1
12544011,wies,4,-731,2025,115,1
12205014,wies,4,348,1840,178,1
22023011,wies,6,948,4064,183,1
22030011,wies,6,2071,1392,0,1
21035011,-20t,5,1306,1913,0,1
12214011,wies,6,695,1090,0,1
12248012,wies,4,107,634,48,1
12555011,wies,3,2118,1989,0,1
22157011,wies,3,1136,1321,0,1
22093014,wies,5,1470,1415,0,1
12430011,wies,3,3523,2534,0,1
12366014,wies,3,4012,2749,0,1
12111014,wies,2,0,1651,0,1
12217014,wies,2,614,713,60,1
12047011,wies,7,1518,2048,0,1
12554011,wies,8,3709,2488,13,1
12205011,wies,6,1784,1739,0,1
22066011,wies,6,-2669,2015,0,1
22025014,wies,4,1559,1832,0,1
22150011,wies,5,1965,1509,0,1
12057011,wies,5,2015,1128,0,1
22144011,wies,5,521,877,0,1
22149011,wies,6,1391,1618,0,1
22175011,wies,6,1308,1349,0,1
12523014,wies,2,2376,2232,0,1
22191014,wies,2,1263,767,0,1
12592014,wies,5,4186,1899,0,1
12587011,wies,3,1218,1348,0,1
22161011,wies,4,3183,16373,0,1
22026014,wies,5,3106,976,51,1
12554014,wies,4,2011,1730,126,1
12231014,wies,3,2217,1649,0,1
12160011,wies,3,1052,1081,0,1
12217011,wies,1,270,394,0,1
22012011,wies,4,1309,1167,0,1
12136014,wies,5,2954,2843,0,1
12117011,wies,5,1299,1034,0,1
12047014,wies,3,932,1680,0,1
12362011,wies,6,1559,1442,0,1
12435011,wies,6,992,1097,0,1
12132011,wies,5,1001,1520,0,1
12239014,wies,5,332,680,0,1
12306014,wies,9,1483,2264,0,1
11389011,-20t,4,961,1176,0,1
12129011,wies,6,2646,1674,105,1
12078014,wies,4,1448,714,0,1
22201014,wies,4,-60,1552,0,1
22084014,wies,7,2784,3280,0,1
22020011,wies,3,1368,1986,199,1
22220014,wies,1,1176,826,288,1
22083014,wies,2,2061,912,0,1
22138014,wies,9,1354,2129,46,1
12274014,wies,6,1272,731,0,1
22176011,wies,6,1311,1296,0,1
22128011,wies,4,1496,1259,0,1
11052011,-20t,7,8908,2257,0,1
12376011,wies,7,1262,1502,0,1
12073011,wies,5,-357,1973,123,1
22199014,wies,2,1127,1704,0,1
22091014,wies,6,1268,2097,135,1
22091011,wies,4,1163,1819,0,1
11249014,100t-200t,3,6297,2406,226,1
12417014,wies,2,269,2612,147,1
22128014,wies,2,3068,907,0,1
12216011,wies,7,954,2083,0,1
22205014,wies,2,519,982,0,1
12165011,wies,2,3990,3419,0,1
12042011,wies,6,2400,1626,0,1
12199014,wies,5,952,979,0,1
12070011,wies,5,325,787,0,1
22136011,wies,3,1546,1516,125,1
12424011,wies,5,3651,3439,120,1
12576014,wies,5,1325,1269,0,1
12071014,wies,6,470,1219,67,1
12264014,wies,5,1303,1242,0,1
12537011,wies,6,1759,1575,82,1
12055011,wies,5,1224,1688,0,1
12057014,wies,6,2028,1208,0,1
12277011,wies,3,4274,2348,0,1
22011011,wies,2,1363,1573,0,1
12467011,wies,5,26453,2008,54,1
22071014,wies,1,905,1317,0,1
22018011,wies,3,202,1199,0,1
12335014,wies,3,959,885,74,1
12386014,wies,3,1205,1267,67,1
22187011,wies,3,1666,1513,103,1
22077011,wies,3,852,1263,0,1
21010011,-20t,4,2631,3630,232,1
22204014,wies,2,1315,861,0,1
12278014,wies,5,1478,1443,0,1
12240011,wies,3,2970,1460,0,1
12537014,wies,5,4556,4890,360,1
12247014,wies,4,2261,723,0,1
22127014,wies,4,1943,1840,60,1
12144011,wies,4,591,1080,0,1
22055014,wies,3,631,585,0,1
