mode,price,crate,dbeach,dpier,dprivate,dcharter,pbeach,ppier,pprivate,pcharter,qbeach,qpier,qprivate,qcharter,income
pier,3.8699999,.4522,0,1,0,0,3.8699999,3.8699999,47.73,82.730003,.53329998,.4522,.2413,1.0266,.41666669
beach,3.8699999,.53329998,1,0,0,0,3.8699999,3.8699999,47.73,82.730003,.53329998,.4522,.2413,1.0266,.41666669
private,9.8699999,.68169999,0,0,1,0,57.245998,57.245998,9.8699999,34.869999,.25369999,.1498,.68169999,2.3013999,2.0833333
private,27.870001,.68169999,0,0,1,0,161.646,161.646,27.870001,52.869999,.25369999,.1498,.68169999,2.3013999,7.0833316
beach,15.87,.53329998,1,0,0,0,15.87,15.87,195.73,230.73,.53329998,.4522,.0156,.0057999999,3.75
pier,12.87,.4522,0,1,0,0,12.87,12.87,158.73,193.73,.53329998,.4522,.2413,1.0266,2.9166665
pier,9.8699999,.4522,0,1,0,0,9.8699999,9.8699999,121.73,156.73,.53329998,.4522,.2413,1.0266,2.0833333
private,12.87,.053100001,0,0,1,0,74.646004,74.646004,12.87,37.869999,.25369999,.1498,.053100001,.0052,2.9166665
private,12.87,.73689997,0,0,1,0,74.646004,74.646004,12.87,37.869999,.25369999,.1498,.73689997,2.3101001,2.9166665
private,9.8699999,.053100001,0,0,1,0,57.245998,57.245998,9.8699999,34.869999,.25369999,.1498,.053100001,.0052,2.0833333
private,57.245998,.0143,0,0,1,0,176.34399,176.34399,57.245998,86.746002,.0678,.050299998,.0143,.028899999,2.0833333
private,12.87,.68169999,0,0,1,0,74.646004,74.646004,12.87,37.869999,.25369999,.1498,.68169999,2.3013999,2.9166665
pier,9.8699999,.4522,0,1,0,0,9.8699999,9.8699999,121.73,156.73,.53329998,.4522,.2413,1.0266,2.0833333
charter,37.869999,2.3013999,0,0,0,1,74.646004,74.646004,12.87,37.869999,.25369999,.1498,.68169999,2.3013999,2.9166665
pier,6.8699999,.4522,0,1,0,0,6.8699999,6.8699999,84.730003,119.73,.53329998,.4522,.2413,1.0266,1.2499998
private,6.8699999,.053100001,0,0,1,0,39.846001,39.846001,6.8699999,31.870001,.25369999,.1498,.053100001,.0052,1.2499998
charter,40.869999,2.3013999,0,0,0,1,92.045998,92.045998,15.87,40.869999,.25369999,.1498,.68169999,2.3013999,3.75
private,92.045998,.0143,0,0,1,0,283.54401,283.54401,92.045998,121.546,.0678,.050299998,.0143,.028899999,3.75
private,12.87,.68169999,0,0,1,0,74.646004,74.646004,12.87,37.869999,.25369999,.1498,.68169999,2.3013999,2.9166665
private,12.87,.053100001,0,0,1,0,74.646004,74.646004,12.87,37.869999,.25369999,.1498,.053100001,.0052,2.9166665
charter,34.869999,2.3013999,0,0,0,1,57.245998,57.245998,9.8699999,34.869999,.25369999,.1498,.68169999,2.3013999,2.0833333
charter,127.046,.64560002,0,0,0,1,195.73,195.73,92.045998,127.046,.0678,.078900002,.0559,.64560002,3.75
pier,9.8699999,.4522,0,1,0,0,9.8699999,9.8699999,121.73,156.73,.53329998,.4522,.2413,1.0266,2.0833333
private,24.870001,.68169999,0,0,1,0,144.246,144.246,24.870001,49.869999,.25369999,.1498,.68169999,2.3013999,6.2500014
private,24.870001,.68169999,0,0,1,0,144.246,144.246,24.870001,49.869999,.25369999,.1498,.68169999,2.3013999,6.2500014
private,18.870001,.053100001,0,0,1,0,109.446,109.446,18.870001,43.869999,.25369999,.1498,.053100001,.0052,4.5833321
private,6.8699999,.053100001,0,0,1,0,39.846001,39.846001,6.8699999,31.870001,.25369999,.1498,.053100001,.0052,1.2499998
private,9.8699999,.053100001,0,0,1,0,57.245998,57.245998,9.8699999,34.869999,.25369999,.1498,.053100001,.0052,2.0833333
beach,27.870001,.53329998,1,0,0,0,27.870001,27.870001,343.73001,378.73001,.53329998,.4522,.2413,1.0266,7.0833316
charter,40.869999,2.3013999,0,0,0,1,92.045998,92.045998,15.87,40.869999,.25369999,.1498,.68169999,2.3013999,3.75
private,15.87,.68169999,0,0,1,0,92.045998,92.045998,15.87,40.869999,.25369999,.1498,.68169999,2.3013999,3.75
private,213.86,.0361,0,0,1,0,15.096,15.096,213.86,248.86,.53329998,.0068999999,.0361,.42160001,4.5833321
pier,7.8959999,.4522,0,1,0,0,7.8959999,7.8959999,111.86,146.86,.53329998,.4522,.0156,.0057999999,2.0833333
beach,12.696,.53329998,1,0,0,0,12.696,12.696,179.86,214.86,.53329998,.4522,.0051000002,1.0266,3.75
private,5.4959998,.73689997,0,0,1,0,32.976002,32.976002,5.4959998,30.496,.25369999,.1498,.73689997,2.3101001,1.2499998
private,7.8959999,.68169999,0,0,1,0,47.375999,47.375999,7.8959999,32.896,.25369999,.1498,.68169999,2.3013999,2.0833333
beach,19.896,.53329998,1,0,0,0,19.896,19.896,281.85999,316.85999,.53329998,.4522,.2413,1.0266,6.2500014
private,12.696,.73689997,0,0,1,0,76.176003,76.176003,12.696,37.695999,.25369999,.1498,.73689997,2.3101001,3.75
private,7.8959999,.73689997,0,0,1,0,47.375999,47.375999,7.8959999,32.896,.25369999,.1498,.73689997,2.3101001,2.0833333
private,22.296,.68169999,0,0,1,0,133.776,133.776,22.296,47.296001,.25369999,.1498,.68169999,2.3013999,7.0833316
charter,35.296001,2.3013999,0,0,0,1,61.776001,61.776001,10.296,35.296001,.25369999,.1498,.68169999,2.3013999,2.9166665
private,37.896,.053100001,0,0,1,0,227.37601,227.37601,37.896,62.896,.25369999,.1498,.053100001,.0052,12.499998
beach,7.8959999,.53329998,1,0,0,0,7.8959999,7.8959999,111.86,146.86,.53329998,.4522,.2413,1.0266,2.0833333
private,15.096,.73689997,0,0,1,0,90.575996,90.575996,15.096,40.096001,.25369999,.1498,.73689997,2.3101001,4.5833321
charter,40.096001,2.3013999,0,0,0,1,90.575996,90.575996,15.096,40.096001,.25369999,.1498,.68169999,2.3013999,4.5833321
beach,15.096,.53329998,1,0,0,0,15.096,15.096,213.86,248.86,.53329998,.4522,.2413,1.0266,4.5833321
beach,10.296,.53329998,1,0,0,0,10.296,10.296,145.86,180.86,.53329998,.4522,.2413,1.0266,2.9166665
charter,47.296001,.0052,0,0,0,1,133.776,133.776,22.296,47.296001,.25369999,.1498,.053100001,.0052,7.0833316
private,10.296,.73689997,0,0,1,0,61.776001,61.776001,10.296,35.296001,.25369999,.1498,.73689997,2.3101001,2.9166665
private,10.296,.68169999,0,0,1,0,61.776001,61.776001,10.296,35.296001,.25369999,.1498,.68169999,2.3013999,2.9166665
beach,15.096,.53329998,1,0,0,0,15.096,15.096,213.86,248.86,.53329998,.4522,.2413,1.0266,4.5833321
private,5.4959998,.68169999,0,0,1,0,32.976002,32.976002,5.4959998,30.496,.25369999,.1498,.68169999,2.3013999,1.2499998
private,27.096001,.73689997,0,0,1,0,162.576,162.576,27.096001,52.096001,.25369999,.1498,.73689997,2.3101001,8.750001
private,12.696,.73689997,0,0,1,0,76.176003,76.176003,12.696,37.695999,.25369999,.1498,.73689997,2.3101001,3.75
pier,77.860001,.078900002,0,1,0,0,77.860001,77.860001,115.874,144.87399,.0678,.078900002,.0014,.0029,1.2499998
beach,17.496,.53329998,1,0,0,0,17.496,17.496,247.86,282.85999,.53329998,.4522,.0156,.0057999999,5.4166665
charter,35.296001,2.3013999,0,0,0,1,61.776001,61.776001,10.296,35.296001,.25369999,.1498,.68169999,2.3013999,2.9166665
private,17.496,.68169999,0,0,1,0,104.976,104.976,17.496,42.495998,.25369999,.1498,.68169999,2.3013999,5.4166665
charter,32.896,2.3013999,0,0,0,1,47.375999,47.375999,7.8959999,32.896,.25369999,.1498,.68169999,2.3013999,2.0833333
private,45.198002,.68169999,0,0,1,0,150.174,150.174,45.198002,70.197998,.25369999,.1498,.68169999,2.3013999,5.4166665
beach,26.598,.53329998,1,0,0,0,26.598,26.598,172.45799,207.45799,.53329998,.4522,.2413,1.0266,2.9166665
charter,51.598,2.3013999,0,0,0,1,88.374001,88.374001,26.598,51.598,.25369999,.1498,.68169999,2.3013999,2.9166665
private,38.998001,.68169999,0,0,1,0,129.57401,129.57401,38.998001,63.998001,.25369999,.1498,.68169999,2.3013999,4.5833321
charter,102.774,.64560002,0,0,0,1,132.258,132.258,67.774002,102.774,.0678,.078900002,.0559,.64560002,2.0833333
pier,26.598,.4522,0,1,0,0,26.598,26.598,172.45799,207.45799,.53329998,.4522,.2413,1.0266,2.9166665
beach,14.198,.53329998,1,0,0,0,14.198,14.198,92.057999,127.058,.53329998,.4522,.2413,1.0266,1.2499998
charter,39.198002,2.3013999,0,0,0,1,47.174,47.174,14.198,39.198002,.25369999,.1498,.68169999,2.3013999,1.2499998
charter,57.798,2.3013999,0,0,0,1,108.974,108.974,32.798,57.798,.25369999,.1498,.68169999,2.3013999,3.75
pier,20.398001,.4522,0,1,0,0,20.398001,20.398001,132.258,167.258,.53329998,.4522,.0156,.0057999999,2.0833333
charter,51.598,2.3013999,0,0,0,1,88.374001,88.374001,26.598,51.598,.25369999,.1498,.68169999,2.3013999,2.9166665
private,38.998001,.73689997,0,0,1,0,129.57401,129.57401,38.998001,63.998001,.25369999,.1498,.73689997,2.3101001,4.5833321
private,26.598,.053100001,0,0,1,0,88.374001,88.374001,26.598,51.598,.25369999,.1498,.053100001,.0052,2.9166665
beach,32.798,.53329998,1,0,0,0,32.798,32.798,212.658,247.658,.53329998,.4522,.1665,.39750001,3.75
private,26.598,.68169999,0,0,1,0,88.374001,88.374001,26.598,51.598,.25369999,.1498,.68169999,2.3013999,2.9166665
charter,63.998001,.0052,0,0,0,1,129.57401,129.57401,38.998001,63.998001,.25369999,.1498,.053100001,.0052,4.5833321
private,32.798,.68169999,0,0,1,0,108.974,108.974,32.798,57.798,.25369999,.1498,.68169999,2.3013999,3.75
charter,63.998001,2.3013999,0,0,0,1,129.57401,129.57401,38.998001,63.998001,.25369999,.1498,.68169999,2.3013999,4.5833321
pier,26.598,.4522,0,1,0,0,26.598,26.598,172.45799,207.45799,.53329998,.4522,.2413,1.0266,2.9166665
pier,26.598,.4522,0,1,0,0,26.598,26.598,172.45799,207.45799,.53329998,.4522,.0156,.0057999999,2.9166665
charter,63.998001,2.3013999,0,0,0,1,129.57401,129.57401,38.998001,63.998001,.25369999,.1498,.68169999,2.3013999,4.5833321
private,76.197998,.68169999,0,0,1,0,253.174,253.174,76.197998,101.198,.25369999,.1498,.68169999,2.3013999,9.5833359
private,32.798,.053100001,0,0,1,0,108.974,108.974,32.798,57.798,.25369999,.1498,.053100001,.0052,3.75
pier,20.398001,.4522,0,1,0,0,20.398001,20.398001,132.258,167.258,.53329998,.4522,.2413,1.0266,2.0833333
private,14.198,.053100001,0,0,1,0,47.174,47.174,14.198,39.198002,.25369999,.1498,.053100001,.0052,1.2499998
pier,38.998001,.4522,0,1,0,0,38.998001,38.998001,252.858,287.858,.53329998,.4522,.1665,.39750001,4.5833321
private,38.998001,.68169999,0,0,1,0,129.57401,129.57401,38.998001,63.998001,.25369999,.1498,.68169999,2.3013999,4.5833321
pier,76.197998,.4522,0,1,0,0,76.197998,76.197998,494.05801,529.05798,.53329998,.4522,.2413,1.0266,9.5833359
beach,7.9980001,.53329998,1,0,0,0,7.9980001,7.9980001,51.858002,86.858002,.53329998,.4522,.2413,1.0266,.41666669
pier,9.8699999,.4522,0,1,0,0,9.8699999,9.8699999,121.73,156.73,.53329998,.4522,.0156,.0057999999,2.0833333
beach,14.476,.25369999,1,0,0,0,14.476,14.476,62.509998,81.010002,.25369999,.1498,.0233,.0219,2.0833333
pier,2.322,.4522,0,1,0,0,2.322,2.322,55.470001,90.470001,.53329998,.4522,.2413,1.0266,.41666669
private,4.1220002,.68169999,0,0,1,0,53.585999,53.585999,4.1220002,29.122,.25369999,.1498,.68169999,2.3013999,1.2499998
private,9.5220003,.053100001,0,0,1,0,123.786,123.786,9.5220003,34.521999,.25369999,.1498,.053100001,.0052,3.75
charter,35.296001,.0052,0,0,0,1,61.776001,61.776001,10.296,35.296001,.25369999,.1498,.053100001,.0052,2.9166665
pier,3.096,.4522,0,1,0,0,3.096,3.096,43.860001,78.860001,.53329998,.4522,.2413,1.0266,.41666669
pier,7.8959999,.4522,0,1,0,0,7.8959999,7.8959999,111.86,146.86,.53329998,.4522,.2413,1.0266,2.0833333
private,12.696,.73689997,0,0,1,0,76.176003,76.176003,12.696,37.695999,.25369999,.1498,.73689997,2.3101001,3.75
private,7.8959999,.68169999,0,0,1,0,47.375999,47.375999,7.8959999,32.896,.25369999,.1498,.68169999,2.3013999,2.0833333
charter,28.096001,2.3013999,0,0,0,1,18.576,18.576,3.096,28.096001,.25369999,.1498,.68169999,2.3013999,.41666669
charter,30.496,.0052,0,0,0,1,32.976002,32.976002,5.4959998,30.496,.25369999,.1498,.053100001,.0052,1.2499998
private,19.896,.68169999,0,0,1,0,119.376,119.376,19.896,44.896,.25369999,.1498,.68169999,2.3013999,6.2500014
private,10.296,.68169999,0,0,1,0,61.776001,61.776001,10.296,35.296001,.25369999,.1498,.68169999,2.3013999,2.9166665
pier,15.096,.4522,0,1,0,0,15.096,15.096,213.86,248.86,.53329998,.4522,.2413,1.0266,4.5833321
pier,10.296,.4522,0,1,0,0,10.296,10.296,145.86,180.86,.53329998,.4522,.1665,.39750001,2.9166665
pier,5.4959998,.4522,0,1,0,0,5.4959998,5.4959998,77.860001,112.86,.53329998,.4522,.2413,1.0266,1.2499998
charter,30.496,2.3013999,0,0,0,1,32.976002,32.976002,5.4959998,30.496,.25369999,.1498,.68169999,2.3013999,1.2499998
beach,17.496,.53329998,1,0,0,0,17.496,17.496,247.86,282.85999,.53329998,.4522,.2413,1.0266,5.4166665
private,5.4959998,.053100001,0,0,1,0,32.976002,32.976002,5.4959998,30.496,.25369999,.1498,.053100001,.0052,1.2499998
private,10.296,.68169999,0,0,1,0,61.776001,61.776001,10.296,35.296001,.25369999,.1498,.68169999,2.3013999,2.9166665
private,12.696,.053100001,0,0,1,0,76.176003,76.176003,12.696,37.695999,.25369999,.1498,.053100001,.0052,3.75
pier,5.4959998,.4522,0,1,0,0,5.4959998,5.4959998,77.860001,112.86,.53329998,.4522,.2413,1.0266,1.2499998
private,3.096,.053100001,0,0,1,0,18.576,18.576,3.096,28.096001,.25369999,.1498,.053100001,.0052,.41666669
private,15.096,.053100001,0,0,1,0,90.575996,90.575996,15.096,40.096001,.25369999,.1498,.053100001,.0052,4.5833321
beach,76.176003,.25369999,1,0,0,0,76.176003,76.176003,139.65601,158.15601,.25369999,.1498,.2339,.62879997,3.75
private,12.696,.68169999,0,0,1,0,76.176003,76.176003,12.696,37.695999,.25369999,.1498,.68169999,2.3013999,3.75
private,37.896,.053100001,0,0,1,0,227.37601,227.37601,37.896,62.896,.25369999,.1498,.053100001,.0052,12.499998
beach,5.4959998,.53329998,1,0,0,0,5.4959998,5.4959998,77.860001,112.86,.53329998,.4522,.1665,.39750001,1.2499998
pier,47.375999,.1498,0,1,0,0,47.375999,47.375999,86.856003,105.356,.25369999,.1498,.2339,.62879997,2.0833333
beach,7.8959999,.53329998,1,0,0,0,7.8959999,7.8959999,111.86,146.86,.53329998,.4522,.2413,1.0266,2.0833333
private,3.29,.68169999,0,0,1,0,37.506001,37.506001,3.29,28.290001,.25369999,.1498,.68169999,2.3013999,2.0833333
beach,3.29,.53329998,1,0,0,0,3.29,3.29,101.99,136.99001,.53329998,.4522,.0051000002,1.0266,2.0833333
beach,2.29,.53329998,1,0,0,0,2.29,2.29,70.989998,105.99,.53329998,.4522,.1665,.39750001,1.2499998
beach,1.29,.53329998,1,0,0,0,1.29,1.29,39.990002,74.989998,.53329998,.4522,.2413,1.0266,.41666669
pier,6.29,.4522,0,1,0,0,6.29,6.29,194.99001,229.99001,.53329998,.4522,.2413,1.0266,4.5833321
private,41.262001,.0143,0,0,1,0,243.34,243.34,41.262001,70.762001,.0678,.050299998,.0143,.028899999,3.75
private,36.450001,.053100001,0,0,1,0,56.862,56.862,36.450001,61.450001,.25369999,.1498,.053100001,.0052,5.4166665
pier,49.062,.1498,0,1,0,0,49.062,49.062,149.702,168.202,.25369999,.1498,.0082,.0044,4.5833321
charter,56.450001,2.3101001,0,0,0,1,49.062,49.062,31.450001,56.450001,.25369999,.1498,.73689997,2.3101001,4.5833321
private,16.450001,.68169999,0,0,1,0,25.662001,25.662001,16.450001,41.450001,.25369999,.1498,.68169999,2.3013999,2.0833333
private,56.862,.0102,0,0,1,0,214.326,214.326,56.862,91.862,.0678,.078900002,.0102,.0209,5.4166665
private,33.462002,.0102,0,0,1,0,126.126,126.126,33.462002,68.461998,.0678,.078900002,.0102,.0209,2.9166665
beach,11.45,.53329998,1,0,0,0,11.45,11.45,67.325996,102.326,.53329998,.4522,.2413,1.0266,1.2499998
charter,131.726,1.0266,0,0,0,1,16.450001,16.450001,96.725998,131.726,.53329998,.4522,.2413,1.0266,2.0833333
private,41.262001,.0143,0,0,1,0,243.34,243.34,41.262001,70.762001,.0678,.050299998,.0143,.028899999,3.75
charter,76.449997,2.3013999,0,0,0,1,80.262001,80.262001,51.450001,76.449997,.25369999,.1498,.68169999,2.3013999,7.9166665
private,25.662001,.0102,0,0,1,0,96.725998,96.725998,25.662001,60.661999,.0678,.078900002,.0102,.0209,2.0833333
beach,26.450001,.53329998,1,0,0,0,26.450001,26.450001,155.526,190.526,.53329998,.4522,.2413,1.0266,3.75
charter,41.450001,2.3013999,0,0,0,1,25.662001,25.662001,16.450001,41.450001,.25369999,.1498,.68169999,2.3013999,2.0833333
charter,51.450001,2.3013999,0,0,0,1,41.262001,41.262001,26.450001,51.450001,.25369999,.1498,.68169999,2.3013999,3.75
beach,21.450001,.53329998,1,0,0,0,21.450001,21.450001,126.126,161.12601,.53329998,.4522,.2413,1.0266,2.9166665
charter,46.450001,.0052,0,0,0,1,33.462002,33.462002,21.450001,46.450001,.25369999,.1498,.053100001,.0052,2.9166665
private,17.862,.089699998,0,0,1,0,67.325996,67.325996,17.862,52.862,.0678,.078900002,.089699998,1.0905,1.2499998
private,21.450001,.73689997,0,0,1,0,33.462002,33.462002,21.450001,46.450001,.25369999,.1498,.73689997,2.3101001,2.9166665
pier,17.862,.1498,0,1,0,0,17.862,17.862,54.501999,73.001999,.25369999,.1498,.0233,.0219,1.2499998
beach,11.45,.53329998,1,0,0,0,11.45,11.45,67.325996,102.326,.53329998,.4522,.2413,1.0266,1.2499998
charter,48.375999,.324,0,0,0,1,176.748,176.748,18.875999,48.375999,.0678,.050299998,.1082,.324,2.9166665
charter,47.372002,.0052,0,0,0,1,14.476,14.476,22.372,47.372002,.25369999,.1498,.053100001,.0052,2.0833333
private,36.476002,.0143,0,0,1,0,341.548,341.548,36.476002,65.975998,.0678,.050299998,.0143,.028899999,6.2500014
private,6.8699999,.053100001,0,0,1,0,39.846001,39.846001,6.8699999,31.870001,.25369999,.1498,.053100001,.0052,1.2499998
private,6.8699999,.68169999,0,0,1,0,39.846001,39.846001,6.8699999,31.870001,.25369999,.1498,.68169999,2.3013999,1.2499998
charter,37.869999,2.3013999,0,0,0,1,74.646004,74.646004,12.87,37.869999,.25369999,.1498,.68169999,2.3013999,2.9166665
beach,15.87,.53329998,1,0,0,0,15.87,15.87,195.73,230.73,.53329998,.4522,.1665,.39750001,3.75
charter,34.869999,2.3101001,0,0,0,1,57.245998,57.245998,9.8699999,34.869999,.25369999,.1498,.73689997,2.3101001,2.0833333
charter,40.869999,.0052,0,0,0,1,92.045998,92.045998,15.87,40.869999,.25369999,.1498,.053100001,.0052,3.75
charter,40.096001,2.3101001,0,0,0,1,90.575996,90.575996,15.096,40.096001,.25369999,.0014,.73689997,2.3101001,4.5833321
charter,35.296001,2.3013999,0,0,0,1,61.776001,61.776001,10.296,35.296001,.25369999,.1498,.68169999,2.3013999,2.9166665
pier,7.8959999,.4522,0,1,0,0,7.8959999,7.8959999,111.86,146.86,.53329998,.4522,.2413,1.0266,2.0833333
pier,15.096,.4522,0,1,0,0,15.096,15.096,213.86,248.86,.53329998,.4522,.2413,1.0266,4.5833321
private,10.296,.73689997,0,0,1,0,61.776001,61.776001,10.296,35.296001,.25369999,.1498,.73689997,2.3101001,2.9166665
charter,246.07401,.0029,0,0,0,1,145.86,145.86,217.07401,246.07401,.0678,.078900002,.0014,.0029,2.9166665
private,12.696,.73689997,0,0,1,0,76.176003,76.176003,12.696,37.695999,.25369999,.1498,.73689997,2.3101001,3.75
charter,35.296001,2.3013999,0,0,0,1,61.776001,61.776001,10.296,35.296001,.25369999,.1498,.68169999,2.3013999,2.9166665
pier,7.8959999,.4522,0,1,0,0,7.8959999,7.8959999,111.86,146.86,.53329998,.4522,.2413,1.0266,2.0833333
beach,12.696,.53329998,1,0,0,0,12.696,12.696,179.86,214.86,.53329998,.4522,.0156,.0057999999,3.75
charter,42.495998,2.3013999,0,0,0,1,104.976,104.976,17.496,42.495998,.25369999,.1498,.68169999,2.3013999,5.4166665
pier,7.8959999,.4522,0,1,0,0,7.8959999,7.8959999,111.86,146.86,.53329998,.4522,.2413,1.0266,2.0833333
charter,37.695999,.0052,0,0,0,1,76.176003,76.176003,12.696,37.695999,.25369999,.1498,.053100001,.0052,3.75
private,52.487999,.053100001,0,0,1,0,166.21201,166.21201,52.487999,77.487999,.25369999,.1498,.053100001,.0052,5.4166665
pier,16.488001,.4522,0,1,0,0,16.488001,16.488001,97.096001,132.09599,.53329998,.4522,.2413,1.0266,1.2499998
private,45.287998,.68169999,0,0,1,0,143.412,143.412,45.287998,70.288002,.25369999,.1498,.68169999,2.3013999,4.5833321
private,30.888,.73689997,0,0,1,0,97.811996,97.811996,30.888,55.888,.25369999,.1498,.73689997,2.3101001,2.9166665
charter,48.688,2.3101001,0,0,0,1,75.012001,75.012001,23.688,48.688,.25369999,.0014,.73689997,2.3101001,2.0833333
pier,30.888,.4522,0,1,0,0,30.888,30.888,181.896,216.896,.53329998,.4522,.2413,1.0266,2.9166665
private,38.088001,.68169999,0,0,1,0,120.612,120.612,38.088001,63.088001,.25369999,.1498,.68169999,2.3013999,3.75
charter,55.888,2.3013999,0,0,0,1,97.811996,97.811996,30.888,55.888,.25369999,.1498,.68169999,2.3013999,2.9166665
pier,30.888,.4522,0,1,0,0,30.888,30.888,181.896,216.896,.53329998,.4522,.2413,1.0266,2.9166665
private,38.088001,.73689997,0,0,1,0,120.612,120.612,38.088001,63.088001,.25369999,.1498,.73689997,2.3101001,3.75
charter,87.211998,1.0905,0,0,0,1,97.096001,97.096001,52.212002,87.211998,.0678,.078900002,.089699998,1.0905,1.2499998
charter,84.688004,2.3013999,0,0,0,1,189.01199,189.01199,59.688,84.688004,.25369999,.1498,.68169999,2.3013999,6.2500014
charter,41.487999,2.3013999,0,0,0,1,52.212002,52.212002,16.488001,41.487999,.25369999,.1498,.68169999,2.3013999,1.2499998
private,23.688,.68169999,0,0,1,0,75.012001,75.012001,23.688,48.688,.25369999,.1498,.68169999,2.3013999,2.0833333
private,189.01199,.089699998,0,0,1,0,351.496,351.496,189.01199,224.01199,.0678,.078900002,.089699998,1.0905,6.2500014
beach,30.888,.53329998,1,0,0,0,30.888,30.888,181.896,216.896,.53329998,.4522,.0156,.0057999999,2.9166665
private,10.296,.73689997,0,0,1,0,61.776001,61.776001,10.296,35.296001,.25369999,.1498,.73689997,2.3101001,2.9166665
private,76.176003,.1082,0,0,1,0,267.67401,267.67401,76.176003,105.676,.0678,.050299998,.1082,.324,3.75
pier,12.696,.4522,0,1,0,0,12.696,12.696,179.86,214.86,.53329998,.4522,.2413,1.0266,3.75
charter,30.496,2.3013999,0,0,0,1,32.976002,32.976002,5.4959998,30.496,.25369999,.1498,.68169999,2.3013999,1.2499998
charter,32.896,.0052,0,0,0,1,47.375999,47.375999,7.8959999,32.896,.25369999,.1498,.053100001,.0052,2.0833333
private,5.4959998,.73689997,0,0,1,0,32.976002,32.976002,5.4959998,30.496,.25369999,.1498,.73689997,2.3101001,1.2499998
pier,10.296,.4522,0,1,0,0,10.296,10.296,145.86,180.86,.53329998,.4522,.2413,1.0266,2.9166665
private,76.176003,.0143,0,0,1,0,267.67401,267.67401,76.176003,105.676,.0678,.050299998,.0143,.028899999,3.75
charter,37.695999,2.3013999,0,0,0,1,76.176003,76.176003,12.696,37.695999,.25369999,.1498,.68169999,2.3013999,3.75
charter,35.296001,2.3013999,0,0,0,1,61.776001,61.776001,10.296,35.296001,.25369999,.1498,.68169999,2.3013999,2.9166665
charter,82.375999,.0209,0,0,0,1,111.86,111.86,47.375999,82.375999,.0678,.078900002,.0102,.0209,2.0833333
private,37.896,.73689997,0,0,1,0,227.37601,227.37601,37.896,62.896,.25369999,.1498,.73689997,2.3101001,12.499998
charter,37.695999,2.3013999,0,0,0,1,76.176003,76.176003,12.696,37.695999,.25369999,.1498,.68169999,2.3013999,3.75
charter,30.496,.0052,0,0,0,1,32.976002,32.976002,5.4959998,30.496,.25369999,.1498,.053100001,.0052,1.2499998
charter,35.296001,2.3013999,0,0,0,1,61.776001,61.776001,10.296,35.296001,.25369999,.1498,.68169999,2.3013999,2.9166665
private,15.096,.053100001,0,0,1,0,90.575996,90.575996,15.096,40.096001,.25369999,.1498,.053100001,.0052,4.5833321
private,37.896,.68169999,0,0,1,0,227.37601,227.37601,37.896,62.896,.25369999,.1498,.68169999,2.3013999,12.499998
private,5.4959998,.68169999,0,0,1,0,32.976002,32.976002,5.4959998,30.496,.25369999,.1498,.68169999,2.3013999,1.2499998
charter,32.896,2.3101001,0,0,0,1,47.375999,47.375999,7.8959999,32.896,.25369999,.1498,.73689997,2.3101001,2.0833333
beach,17.496,.53329998,1,0,0,0,17.496,17.496,247.86,282.85999,.53329998,.4522,.2413,1.0266,5.4166665
private,30.888,.73689997,0,0,1,0,97.811996,97.811996,30.888,55.888,.25369999,.1498,.73689997,2.3101001,2.9166665
pier,16.488001,.4522,0,1,0,0,16.488001,16.488001,97.096001,132.09599,.53329998,.4522,.2413,1.0266,1.2499998
charter,48.688,.0052,0,0,0,1,75.012001,75.012001,23.688,48.688,.25369999,.1498,.053100001,.0052,2.0833333
charter,48.688,2.3013999,0,0,0,1,75.012001,75.012001,23.688,48.688,.25369999,.1498,.68169999,2.3013999,2.0833333
private,5.9219999,.68169999,0,0,1,0,76.986,76.986,5.9219999,30.922001,.25369999,.1498,.68169999,2.3013999,2.0833333
private,15.792,.053100001,0,0,1,0,63.167999,63.167999,15.792,40.792,.25369999,.1498,.053100001,.0052,2.0833333
private,20.591999,.053100001,0,0,1,0,82.367996,82.367996,20.591999,45.591999,.25369999,.1498,.053100001,.0052,2.9166665
pier,4.29,.4522,0,1,0,0,4.29,4.29,132.99001,167.99001,.53329998,.4522,.2413,1.0266,2.9166665
private,6.29,.053100001,0,0,1,0,71.706001,71.706001,6.29,31.290001,.25369999,.1498,.053100001,.0052,4.5833321
pier,8.29,.4522,0,1,0,0,8.29,8.29,256.98999,291.98999,.53329998,.4522,.2413,1.0266,6.2500014
beach,94.505997,.25369999,1,0,0,0,94.505997,94.505997,193.98599,212.48599,.25369999,.1498,.00079999998,.0027000001,6.2500014
pier,1.29,.4522,0,1,0,0,1.29,1.29,39.990002,74.989998,.53329998,.4522,.0051000002,1.0266,.41666669
charter,28.290001,2.3013999,0,0,0,1,37.506001,37.506001,3.29,28.290001,.25369999,.1498,.68169999,2.3013999,2.0833333
charter,29.290001,2.3013999,0,0,0,1,48.905998,48.905998,4.29,29.290001,.25369999,.1498,.68169999,2.3013999,2.9166665
charter,28.290001,2.3013999,0,0,0,1,37.506001,37.506001,3.29,28.290001,.25369999,.1498,.68169999,2.3013999,2.0833333
charter,30.290001,2.3013999,0,0,0,1,60.306,60.306,5.29,30.290001,.25369999,.1498,.68169999,2.3013999,3.75
pier,3.29,.4522,0,1,0,0,3.29,3.29,101.99,136.99001,.53329998,.4522,.2413,1.0266,2.0833333
